"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"05-Jul-1991","        0.00","        0.00","        0.00","      413.35","-","-"
"08-Jul-1991","        0.00","        0.00","        0.00","      416.27","-","-"
"09-Jul-1991","        0.00","        0.00","        0.00","      417.63","-","-"
"10-Jul-1991","        0.00","        0.00","        0.00","      423.57","-","-"
"11-Jul-1991","        0.00","        0.00","        0.00","      433.48","-","-"
"12-Jul-1991","        0.00","        0.00","        0.00","      437.67","-","-"
"15-Jul-1991","        0.00","        0.00","        0.00","      428.76","-","-"
"16-Jul-1991","        0.00","        0.00","        0.00","      434.40","-","-"
"17-Jul-1991","        0.00","        0.00","        0.00","      438.40","-","-"
"19-Jul-1991","        0.00","        0.00","        0.00","      445.74","-","-"
"22-Jul-1991","        0.00","        0.00","        0.00","      434.66","-","-"
"24-Jul-1991","        0.00","        0.00","        0.00","      446.96","-","-"
"25-Jul-1991","        0.00","        0.00","        0.00","      475.12","-","-"
"26-Jul-1991","        0.00","        0.00","        0.00","      488.73","-","-"
"29-Jul-1991","        0.00","        0.00","        0.00","      500.25","-","-"
"30-Jul-1991","        0.00","        0.00","        0.00","      503.09","-","-"
"31-Jul-1991","        0.00","        0.00","        0.00","      498.71","-","-"
"01-Aug-1991","        0.00","        0.00","        0.00","      498.19","-","-"
"02-Aug-1991","        0.00","        0.00","        0.00","      504.58","-","-"
"05-Aug-1991","        0.00","        0.00","        0.00","      502.89","-","-"
"07-Aug-1991","        0.00","        0.00","        0.00","      493.63","-","-"
"08-Aug-1991","        0.00","        0.00","        0.00","      487.56","-","-"
"09-Aug-1991","        0.00","        0.00","        0.00","      495.32","-","-"
"12-Aug-1991","        0.00","        0.00","        0.00","      496.10","-","-"
"13-Aug-1991","        0.00","        0.00","        0.00","      502.30","-","-"
"14-Aug-1991","        0.00","        0.00","        0.00","      507.37","-","-"
"16-Aug-1991","        0.00","        0.00","        0.00","      512.22","-","-"
"19-Aug-1991","        0.00","        0.00","        0.00","      518.11","-","-"
"20-Aug-1991","        0.00","        0.00","        0.00","      508.99","-","-"
"21-Aug-1991","        0.00","        0.00","        0.00","      509.19","-","-"
"22-Aug-1991","        0.00","        0.00","        0.00","      520.93","-","-"
"23-Aug-1991","        0.00","        0.00","        0.00","      535.32","-","-"
"26-Aug-1991","        0.00","        0.00","        0.00","      545.66","-","-"
"27-Aug-1991","        0.00","        0.00","        0.00","      536.95","-","-"
"28-Aug-1991","        0.00","        0.00","        0.00","      540.32","-","-"
"30-Aug-1991","        0.00","        0.00","        0.00","      531.97","-","-"
"03-Sep-1991","        0.00","        0.00","        0.00","      524.73","-","-"
"04-Sep-1991","        0.00","        0.00","        0.00","      521.80","-","-"
"05-Sep-1991","        0.00","        0.00","        0.00","      533.53","-","-"
"06-Sep-1991","        0.00","        0.00","        0.00","      533.56","-","-"
"10-Sep-1991","        0.00","        0.00","        0.00","      534.23","-","-"
"13-Sep-1991","        0.00","        0.00","        0.00","      548.77","-","-"
"16-Sep-1991","        0.00","        0.00","        0.00","      563.23","-","-"
"17-Sep-1991","        0.00","        0.00","        0.00","      554.31","-","-"
"18-Sep-1991","        0.00","        0.00","        0.00","      552.40","-","-"
"20-Sep-1991","        0.00","        0.00","        0.00","      540.54","-","-"
"24-Sep-1991","        0.00","        0.00","        0.00","      536.05","-","-"
"25-Sep-1991","        0.00","        0.00","        0.00","      536.17","-","-"
"26-Sep-1991","        0.00","        0.00","        0.00","      528.21","-","-"
"27-Sep-1991","        0.00","        0.00","        0.00","      549.32","-","-"
"30-Sep-1991","        0.00","        0.00","        0.00","      553.79","-","-"
"01-Oct-1991","        0.00","        0.00","        0.00","      548.39","-","-"
"03-Oct-1991","        0.00","        0.00","        0.00","      535.85","-","-"
"04-Oct-1991","        0.00","        0.00","        0.00","      525.72","-","-"
"07-Oct-1991","        0.00","        0.00","        0.00","      527.49","-","-"
"09-Oct-1991","        0.00","        0.00","        0.00","      510.57","-","-"
"10-Oct-1991","        0.00","        0.00","        0.00","      519.80","-","-"
"11-Oct-1991","        0.00","        0.00","        0.00","      524.17","-","-"
"14-Oct-1991","        0.00","        0.00","        0.00","      514.41","-","-"
"15-Oct-1991","        0.00","        0.00","        0.00","      512.23","-","-"
"16-Oct-1991","        0.00","        0.00","        0.00","      525.11","-","-"
"18-Oct-1991","        0.00","        0.00","        0.00","      526.76","-","-"
"21-Oct-1991","        0.00","        0.00","        0.00","      522.62","-","-"
"22-Oct-1991","        0.00","        0.00","        0.00","      529.74","-","-"
"23-Oct-1991","        0.00","        0.00","        0.00","      526.62","-","-"
"24-Oct-1991","        0.00","        0.00","        0.00","      531.39","-","-"
"26-Oct-1991","        0.00","        0.00","        0.00","      532.87","-","-"
"29-Oct-1991","        0.00","        0.00","        0.00","      554.37","-","-"
"30-Oct-1991","        0.00","        0.00","        0.00","      547.86","-","-"
"31-Oct-1991","        0.00","        0.00","        0.00","      554.40","-","-"
"01-Nov-1991","        0.00","        0.00","        0.00","      559.59","-","-"
"05-Nov-1991","        0.00","        0.00","        0.00","      563.60","-","-"
"08-Nov-1991","        0.00","        0.00","        0.00","      561.35","-","-"
"11-Nov-1991","        0.00","        0.00","        0.00","      559.00","-","-"
"12-Nov-1991","        0.00","        0.00","        0.00","      555.80","-","-"
"13-Nov-1991","        0.00","        0.00","        0.00","      556.17","-","-"
"14-Nov-1991","        0.00","        0.00","        0.00","      561.11","-","-"
"15-Nov-1991","        0.00","        0.00","        0.00","      557.55","-","-"
"18-Nov-1991","        0.00","        0.00","        0.00","      556.40","-","-"
"19-Nov-1991","        0.00","        0.00","        0.00","      572.28","-","-"
"20-Nov-1991","        0.00","        0.00","        0.00","      569.63","-","-"
"22-Nov-1991","        0.00","        0.00","        0.00","      560.93","-","-"
"26-Nov-1991","        0.00","        0.00","        0.00","      552.26","-","-"
"27-Nov-1991","        0.00","        0.00","        0.00","      551.29","-","-"
"28-Nov-1991","        0.00","        0.00","        0.00","      549.92","-","-"
"29-Nov-1991","        0.00","        0.00","        0.00","      563.17","-","-"
"02-Dec-1991","        0.00","        0.00","        0.00","      563.45","-","-"
"03-Dec-1991","        0.00","        0.00","        0.00","      561.06","-","-"
"04-Dec-1991","        0.00","        0.00","        0.00","      559.31","-","-"
"05-Dec-1991","        0.00","        0.00","        0.00","      555.34","-","-"
"06-Dec-1991","        0.00","        0.00","        0.00","      561.97","-","-"
"09-Dec-1991","        0.00","        0.00","        0.00","      554.89","-","-"
"10-Dec-1991","        0.00","        0.00","        0.00","      550.49","-","-"
"11-Dec-1991","        0.00","        0.00","        0.00","      547.26","-","-"
"12-Dec-1991","        0.00","        0.00","        0.00","      540.64","-","-"
"16-Dec-1991","        0.00","        0.00","        0.00","      537.64","-","-"
"17-Dec-1991","        0.00","        0.00","        0.00","      533.57","-","-"
"18-Dec-1991","        0.00","        0.00","        0.00","      539.88","-","-"
"19-Dec-1991","        0.00","        0.00","        0.00","      551.91","-","-"
"20-Dec-1991","        0.00","        0.00","        0.00","      550.25","-","-"
"23-Dec-1991","        0.00","        0.00","        0.00","      560.45","-","-"
"24-Dec-1991","        0.00","        0.00","        0.00","      558.63","-","-"
