"Date","P/E","P/B","Div Yield"
"17-Oct-2002","       14.44","        2.42","        2.21"
"18-Oct-2002","       14.41","        2.42","        2.22"
"21-Oct-2002","       14.35","        2.41","        2.23"
"22-Oct-2002","       14.28","        2.39","        2.24"
"23-Oct-2002","       14.20","        2.38","        2.25"
"24-Oct-2002","       14.05","        2.36","        2.28"
"25-Oct-2002","       13.83","        2.32","        2.31"
"28-Oct-2002","       14.03","        2.35","        2.28"
"29-Oct-2002","       14.25","        2.39","        2.24"
"30-Oct-2002","       14.26","        2.39","        2.24"
"31-Oct-2002","       14.47","        2.43","        2.21"
"01-Nov-2002","       14.47","        2.43","        2.21"
"04-Nov-2002","       14.63","        2.45","        2.19"
"05-Nov-2002","       14.63","        2.45","        2.19"
"07-Nov-2002","       14.61","        2.45","        2.19"
"08-Nov-2002","       14.55","        2.44","        2.20"
"11-Nov-2002","       14.51","        2.43","        2.20"
"12-Nov-2002","       14.60","        2.45","        2.19"
"13-Nov-2002","       14.64","        2.46","        2.18"
"14-Nov-2002","       14.78","        2.48","        2.16"
"15-Nov-2002","       15.06","        2.53","        2.12"
"18-Nov-2002","       15.16","        2.54","        2.11"
"20-Nov-2002","       15.23","        2.55","        2.10"
"21-Nov-2002","       15.34","        2.57","        2.08"
"22-Nov-2002","       13.84","        2.23","        2.57"
"25-Nov-2002","       13.92","        2.24","        2.55"
"26-Nov-2002","       14.05","        2.27","        2.53"
"27-Nov-2002","       13.98","        2.26","        2.54"
"28-Nov-2002","       14.24","        2.30","        2.50"
"29-Nov-2002","       14.24","        2.30","        2.49"
"02-Dec-2002","       14.48","        2.34","        2.45"
"03-Dec-2002","       14.31","        2.31","        2.48"
"04-Dec-2002","       14.06","        2.27","        2.53"
"05-Dec-2002","       14.19","        2.29","        2.50"
"06-Dec-2002","       14.51","        2.34","        2.45"
"09-Dec-2002","       14.36","        2.32","        2.47"
"10-Dec-2002","       14.43","        2.33","        2.46"
"11-Dec-2002","       14.51","        2.34","        2.45"
"12-Dec-2002","       14.61","        2.36","        2.43"
"13-Dec-2002","       14.73","        2.38","        2.41"
"16-Dec-2002","       14.63","        2.36","        2.43"
"17-Dec-2002","       14.56","        2.35","        2.44"
"18-Dec-2002","       14.62","        2.36","        2.43"
"19-Dec-2002","       14.59","        2.35","        2.43"
"20-Dec-2002","       14.64","        2.36","        2.43"
"23-Dec-2002","       14.59","        2.35","        2.43"
"24-Dec-2002","       14.72","        2.37","        2.41"
"26-Dec-2002","       14.85","        2.39","        2.39"
"27-Dec-2002","       14.90","        2.40","        2.39"
"30-Dec-2002","       14.81","        2.39","        2.40"
"31-Dec-2002","       14.83","        2.39","        2.40"
