"Date","P/E","P/B","Div Yield"
"26-Jun-2013","       16.96","        2.95","        1.48"
"27-Jun-2013","       17.28","        2.98","        1.46"
"28-Jun-2013","       17.76","        3.04","        1.43"
"01-Jul-2013","       17.96","        3.07","        1.40"
"02-Jul-2013","       17.84","        3.05","        1.41"
"03-Jul-2013","       17.57","        2.98","        1.42"
"04-Jul-2013","       17.77","        2.99","        1.42"
"05-Jul-2013","       17.87","        3.00","        1.41"
"08-Jul-2013","       17.71","        2.98","        1.42"
"09-Jul-2013","       17.85","        3.00","        1.41"
"10-Jul-2013","       17.73","        2.98","        1.42"
"11-Jul-2013","       18.09","        3.04","        1.39"
"12-Jul-2013","       18.31","        3.08","        1.38"
"15-Jul-2013","       18.36","        3.09","        1.37"
"16-Jul-2013","       18.13","        3.05","        1.39"
"17-Jul-2013","       18.18","        3.06","        1.38"
"18-Jul-2013","       18.32","        3.09","        1.37"
"19-Jul-2013","       18.30","        3.09","        1.37"
"22-Jul-2013","       18.23","        3.09","        1.37"
"23-Jul-2013","       18.32","        3.11","        1.36"
"24-Jul-2013","       18.03","        3.07","        1.38"
"25-Jul-2013","       17.68","        3.02","        1.40"
"26-Jul-2013","       17.58","        3.01","        1.40"
"29-Jul-2013","       17.31","        2.93","        1.44"
"30-Jul-2013","       17.11","        2.85","        1.46"
"31-Jul-2013","       17.05","        2.84","        1.47"
"01-Aug-2013","       17.03","        2.84","        1.47"
"02-Aug-2013","       16.88","        2.81","        1.48"
"05-Aug-2013","       16.94","        2.82","        1.48"
"06-Aug-2013","       16.51","        2.75","        1.52"
"07-Aug-2013","       16.36","        2.73","        1.53"
"08-Aug-2013","       16.50","        2.76","        1.51"
"12-Aug-2013","       16.59","        2.78","        1.50"
"13-Aug-2013","       16.84","        2.82","        1.48"
"14-Aug-2013","       16.97","        2.84","        1.47"
"16-Aug-2013","       16.35","        2.73","        1.53"
"19-Aug-2013","       15.62","        2.68","        1.56"
"20-Aug-2013","       15.58","        2.68","        1.56"
"21-Aug-2013","       15.30","        2.63","        1.59"
"22-Aug-2013","       15.60","        2.68","        1.56"
"23-Aug-2013","       15.79","        2.71","        1.54"
"26-Aug-2013","       15.80","        2.71","        1.54"
"27-Aug-2013","       15.24","        2.62","        1.59"
"28-Aug-2013","       15.23","        2.62","        1.60"
"29-Aug-2013","       15.59","        2.68","        1.56"
"30-Aug-2013","       15.77","        2.71","        1.54"
"02-Sep-2013","       16.00","        2.75","        1.52"
"03-Sep-2013","       15.40","        2.65","        1.58"
"04-Sep-2013","       15.70","        2.70","        1.55"
"05-Sep-2013","       16.12","        2.77","        1.51"
"06-Sep-2013","       16.37","        2.81","        1.48"
"10-Sep-2013","       17.14","        2.95","        1.42"
"11-Sep-2013","       17.19","        2.96","        1.41"
"12-Sep-2013","       17.00","        2.89","        1.44"
"13-Sep-2013","       17.00","        2.87","        1.44"
"16-Sep-2013","       16.98","        2.85","        1.45"
"17-Sep-2013","       17.00","        2.84","        1.45"
"18-Sep-2013","       17.15","        2.86","        1.49"
"19-Sep-2013","       17.77","        2.95","        1.42"
"20-Sep-2013","       17.47","        2.88","        1.47"
"23-Sep-2013","       17.12","        2.82","        1.50"
"24-Sep-2013","       17.13","        2.79","        1.51"
"25-Sep-2013","       17.07","        2.79","        1.55"
"26-Sep-2013","       17.10","        2.79","        1.55"
"27-Sep-2013","       17.11","        2.82","        1.56"
"30-Sep-2013","       16.82","        2.77","        1.56"
"01-Oct-2013","       16.95","        2.78","        1.56"
"03-Oct-2013","       17.33","        2.82","        1.54"
"04-Oct-2013","       17.32","        2.81","        1.56"
"07-Oct-2013","       17.32","        2.81","        1.56"
"08-Oct-2013","       17.38","        2.82","        1.56"
"09-Oct-2013","       17.62","        2.86","        1.54"
"10-Oct-2013","       17.66","        2.86","        1.53"
"11-Oct-2013","       17.88","        2.90","        1.52"
"14-Oct-2013","       17.94","        2.91","        1.51"
"15-Oct-2013","       17.85","        2.90","        1.52"
"17-Oct-2013","       17.63","        2.88","        1.53"
"18-Oct-2013","       18.02","        2.95","        1.49"
"21-Oct-2013","       18.07","        2.96","        1.49"
"22-Oct-2013","       18.01","        2.95","        1.49"
"23-Oct-2013","       17.83","        2.93","        1.49"
"24-Oct-2013","       17.79","        2.93","        1.50"
"25-Oct-2013","       17.73","        2.92","        1.50"
"28-Oct-2013","       17.61","        2.90","        1.51"
"29-Oct-2013","       17.95","        2.95","        1.48"
"30-Oct-2013","       18.04","        2.97","        1.47"
"31-Oct-2013","       18.18","        2.99","        1.46"
"01-Nov-2013","       18.20","        3.00","        1.46"
"03-Nov-2013","       18.23","        3.00","        1.46"
"05-Nov-2013","       18.06","        2.97","        1.47"
"06-Nov-2013","       17.92","        2.95","        1.48"
"07-Nov-2013","       17.78","        2.94","        1.49"
"08-Nov-2013","       17.65","        2.92","        1.50"
"11-Nov-2013","       17.48","        2.89","        1.52"
"12-Nov-2013","       17.31","        2.86","        1.53"
"13-Nov-2013","       17.23","        2.85","        1.54"
"14-Nov-2013","       17.42","        2.88","        1.52"
"18-Nov-2013","       17.76","        2.95","        1.49"
"19-Nov-2013","       17.85","        2.95","        1.49"
"20-Nov-2013","       17.61","        2.91","        1.51"
"21-Nov-2013","       17.26","        2.85","        1.54"
"22-Nov-2013","       17.71","        2.85","        1.55"
"25-Nov-2013","       18.06","        2.90","        1.52"
"26-Nov-2013","       17.94","        2.88","        1.53"
"27-Nov-2013","       18.03","        2.88","        1.54"
"28-Nov-2013","       18.13","        2.89","        1.53"
"29-Nov-2013","       18.38","        2.93","        1.51"
"02-Dec-2013","       18.51","        2.95","        1.50"
"03-Dec-2013","       18.46","        2.94","        1.51"
"04-Dec-2013","       18.34","        2.92","        1.52"
"05-Dec-2013","       18.58","        2.96","        1.50"
"06-Dec-2013","       18.58","        2.97","        1.49"
"09-Dec-2013","       18.90","        3.02","        1.47"
"10-Dec-2013","       18.80","        3.01","        1.47"
"11-Dec-2013","       18.73","        3.00","        1.48"
"12-Dec-2013","       18.52","        2.96","        1.50"
"13-Dec-2013","       18.32","        2.93","        1.51"
"16-Dec-2013","       18.27","        2.92","        1.52"
"17-Dec-2013","       18.23","        2.91","        1.52"
"18-Dec-2013","       18.46","        2.95","        1.50"
"19-Dec-2013","       18.31","        2.93","        1.51"
"20-Dec-2013","       18.63","        2.98","        1.49"
"23-Dec-2013","       18.66","        2.98","        1.49"
"24-Dec-2013","       18.61","        2.98","        1.49"
"26-Dec-2013","       18.64","        2.98","        1.49"
"27-Dec-2013","       18.75","        3.00","        1.48"
"30-Dec-2013","       18.66","        2.99","        1.49"
"31-Dec-2013","       18.70","        2.99","        1.48"
