"Date","P/E","P/B","Div Yield"
"19-Oct-2004","       15.11","        3.12","        2.11"
"20-Oct-2004","       14.96","        3.09","        2.13"
"21-Oct-2004","       14.87","        3.07","        2.14"
"25-Oct-2004","       14.69","        3.03","        2.17"
"26-Oct-2004","       14.89","        3.07","        2.14"
"27-Oct-2004","       14.91","        3.08","        2.14"
"28-Oct-2004","       15.04","        3.10","        2.12"
"29-Oct-2004","       14.93","        3.08","        2.14"
"01-Nov-2004","       15.03","        3.10","        2.13"
"02-Nov-2004","       15.16","        3.13","        2.11"
"03-Nov-2004","       15.36","        3.17","        2.09"
"04-Nov-2004","       15.34","        3.17","        2.09"
"05-Nov-2004","       15.48","        3.20","        2.07"
"08-Nov-2004","       15.57","        3.21","        2.02"
"09-Nov-2004","       15.54","        3.21","        2.02"
"10-Nov-2004","       15.68","        3.24","        2.00"
"11-Nov-2004","       15.64","        3.23","        2.01"
"12-Nov-2004","       15.66","        3.23","        2.01"
"16-Nov-2004","       15.71","        3.24","        2.00"
"17-Nov-2004","       15.79","        3.26","        1.99"
"18-Nov-2004","       15.82","        3.26","        1.99"
"19-Nov-2004","       15.65","        3.23","        2.01"
"22-Nov-2004","       15.66","        3.23","        2.01"
"23-Nov-2004","       15.84","        3.27","        1.98"
"24-Nov-2004","       15.93","        3.29","        1.97"
"25-Nov-2004","       15.91","        3.28","        1.97"
"29-Nov-2004","       16.23","        3.35","        1.93"
"30-Nov-2004","       16.39","        3.38","        1.92"
"01-Dec-2004","       16.42","        3.39","        1.91"
"02-Dec-2004","       16.73","        3.45","        1.88"
"03-Dec-2004","       16.71","        3.45","        1.88"
"06-Dec-2004","       16.68","        3.44","        1.88"
"07-Dec-2004","       16.68","        3.44","        1.88"
"08-Dec-2004","       16.56","        3.42","        1.90"
"09-Dec-2004","       16.66","        3.44","        1.88"
"10-Dec-2004","       16.54","        3.41","        1.92"
"13-Dec-2004","       16.68","        3.44","        1.91"
"14-Dec-2004","       16.86","        3.47","        1.89"
"15-Dec-2004","       17.04","        3.51","        1.87"
"16-Dec-2004","       17.08","        3.52","        1.87"
"17-Dec-2004","       16.91","        3.48","        1.89"
"20-Dec-2004","       14.92","        3.51","        1.87"
"21-Dec-2004","       15.05","        3.54","        1.85"
"22-Dec-2004","       14.98","        3.53","        1.86"
"23-Dec-2004","       15.06","        3.55","        1.85"
"24-Dec-2004","       15.19","        3.58","        1.84"
"27-Dec-2004","       15.19","        3.58","        1.84"
"28-Dec-2004","       15.25","        3.59","        1.84"
"29-Dec-2004","       15.24","        3.59","        1.84"
"30-Dec-2004","       15.17","        3.57","        1.85"
