"Date","P/E","P/B","Div Yield"
"01-Jan-2019","       26.28","        3.40","        1.24"
"02-Jan-2019","       26.00","        3.36","        1.25"
"03-Jan-2019","       25.71","        3.32","        1.26"
"04-Jan-2019","       25.84","        3.34","        1.26"
"07-Jan-2019","       25.95","        3.36","        1.25"
"08-Jan-2019","       26.02","        3.36","        1.25"
"09-Jan-2019","       26.15","        3.38","        1.24"
"10-Jan-2019","       26.07","        3.37","        1.25"
"11-Jan-2019","       26.00","        3.36","        1.25"
"14-Jan-2019","       25.80","        3.34","        1.26"
"15-Jan-2019","       26.16","        3.39","        1.24"
"16-Jan-2019","       26.17","        3.39","        1.24"
"17-Jan-2019","       26.21","        3.40","        1.24"
"18-Jan-2019","       26.19","        3.40","        1.24"
"21-Jan-2019","       26.29","        3.41","        1.23"
"22-Jan-2019","       26.54","        3.40","        1.24"
"23-Jan-2019","       26.32","        3.37","        1.25"
"24-Jan-2019","       26.31","        3.38","        1.24"
"25-Jan-2019","       26.14","        3.36","        1.25"
"28-Jan-2019","       25.85","        3.32","        1.27"
"29-Jan-2019","       25.84","        3.32","        1.27"
"30-Jan-2019","       25.84","        3.32","        1.27"
"31-Jan-2019","       26.26","        3.37","        1.25"
"01-Feb-2019","       26.40","        3.39","        1.24"
"04-Feb-2019","       27.02","        3.40","        1.24"
"05-Feb-2019","       27.07","        3.41","        1.23"
"06-Feb-2019","       27.39","        3.45","        1.22"
"07-Feb-2019","       27.41","        3.45","        1.22"
"08-Feb-2019","       27.10","        3.41","        1.23"
"11-Feb-2019","       26.96","        3.39","        1.24"
"12-Feb-2019","       26.84","        3.37","        1.25"
"13-Feb-2019","       26.60","        3.36","        1.25"
"14-Feb-2019","       26.58","        3.35","        1.26"
"15-Feb-2019","       26.53","        3.34","        1.26"
"18-Feb-2019","       26.32","        3.31","        1.27"
"19-Feb-2019","       26.23","        3.30","        1.27"
"20-Feb-2019","       26.50","        3.34","        1.26"
"21-Feb-2019","       26.31","        3.36","        1.25"
"22-Feb-2019","       26.32","        3.41","        1.25"
"25-Feb-2019","       26.53","        3.43","        1.24"
"26-Feb-2019","       26.43","        3.42","        1.25"
"27-Feb-2019","       26.36","        3.41","        1.25"
"28-Feb-2019","       26.32","        3.41","        1.25"
"01-Mar-2019","       26.49","        3.43","        1.24"
"05-Mar-2019","       26.93","        3.47","        1.23"
"06-Mar-2019","       27.09","        3.49","        1.22"
"07-Mar-2019","       27.11","        3.49","        1.22"
"08-Mar-2019","       27.05","        3.48","        1.22"
"11-Mar-2019","       27.38","        3.52","        1.21"
"12-Mar-2019","       27.70","        3.57","        1.19"
"13-Mar-2019","       27.80","        3.58","        1.19"
"14-Mar-2019","       27.81","        3.58","        1.19"
"15-Mar-2019","       28.01","        3.61","        1.18"
"18-Mar-2019","       28.10","        3.62","        1.18"
"19-Mar-2019","       28.27","        3.64","        1.17"
"20-Mar-2019","       28.24","        3.64","        1.17"
"22-Mar-2019","       28.08","        3.62","        1.18"
"25-Mar-2019","       27.83","        3.58","        1.19"
"26-Mar-2019","       28.15","        3.62","        1.18"
"27-Mar-2019","       28.05","        3.61","        1.18"
"28-Mar-2019","       28.36","        3.65","        1.17"
"29-Mar-2019","       29.01","        3.71","        1.13"
"01-Apr-2019","       29.13","        3.72","        1.13"
"02-Apr-2019","       29.24","        3.74","        1.12"
"03-Apr-2019","       29.06","        3.72","        1.13"
"04-Apr-2019","       28.95","        3.70","        1.14"
"05-Apr-2019","       29.12","        3.72","        1.13"
"08-Apr-2019","       28.96","        3.70","        1.14"
"09-Apr-2019","       29.13","        3.72","        1.13"
"10-Apr-2019","       28.91","        3.70","        1.14"
"11-Apr-2019","       28.94","        3.70","        1.14"
"12-Apr-2019","       29.06","        3.72","        1.13"
"15-Apr-2019","       29.18","        3.73","        1.13"
"16-Apr-2019","       29.42","        3.76","        1.12"
"18-Apr-2019","       29.33","        3.75","        1.12"
