"Date","P/E","P/B","Div Yield"
"22-Apr-2019","       28.94","        3.70","        1.14"
"23-Apr-2019","       28.94","        3.70","        1.14"
"24-Apr-2019","       29.27","        3.75","        1.12"
"25-Apr-2019","       29.06","        3.72","        1.13"
"26-Apr-2019","       29.34","        3.76","        1.12"
"30-Apr-2019","       29.33","        3.76","        1.12"
"02-May-2019","       29.27","        3.75","        1.12"
"03-May-2019","       29.24","        3.74","        1.12"
"06-May-2019","       28.95","        3.71","        1.13"
"07-May-2019","       28.73","        3.68","        1.14"
"08-May-2019","       28.38","        3.63","        1.16"
"09-May-2019","       28.24","        3.61","        1.16"
"10-May-2019","       28.14","        3.61","        1.17"
"13-May-2019","       27.80","        3.56","        1.18"
"14-May-2019","       27.98","        3.59","        1.17"
"15-May-2019","       27.82","        3.57","        1.18"
"16-May-2019","       28.07","        3.60","        1.17"
"17-May-2019","       28.44","        3.65","        1.15"
"20-May-2019","       29.48","        3.78","        1.11"
"21-May-2019","       29.18","        3.74","        1.12"
"22-May-2019","       29.22","        3.75","        1.12"
"23-May-2019","       29.02","        3.73","        1.13"
"24-May-2019","       29.44","        3.79","        1.11"
"27-May-2019","       29.68","        3.81","        1.22"
"28-May-2019","       29.69","        3.81","        1.22"
"29-May-2019","       29.44","        3.79","        1.23"
"30-May-2019","       29.65","        3.82","        1.22"
"31-May-2019","       29.49","        3.81","        1.22"
"03-Jun-2019","       29.90","        3.86","        1.20"
"04-Jun-2019","       29.73","        3.84","        1.21"
"06-Jun-2019","       29.29","        3.79","        1.23"
"07-Jun-2019","       29.36","        3.79","        1.23"
"10-Jun-2019","       29.49","        3.81","        1.22"
"11-Jun-2019","       29.59","        3.82","        1.22"
"12-Jun-2019","       29.45","        3.81","        1.22"
"13-Jun-2019","       29.46","        3.81","        1.22"
"14-Jun-2019","       29.24","        3.77","        1.23"
"17-Jun-2019","       28.87","        3.73","        1.25"
"18-Jun-2019","       28.91","        3.73","        1.25"
"19-Jun-2019","       28.91","        3.73","        1.25"
"20-Jun-2019","       29.26","        3.78","        1.23"
"21-Jun-2019","       28.99","        3.74","        1.24"
"24-Jun-2019","       28.93","        3.74","        1.25"
"25-Jun-2019","       29.17","        3.77","        1.24"
"26-Jun-2019","       29.09","        3.78","        1.23"
"27-Jun-2019","       29.07","        3.78","        1.23"
"28-Jun-2019","       28.98","        3.71","        1.24"
"01-Jul-2019","       29.17","        3.73","        1.23"
"02-Jul-2019","       29.28","        3.75","        1.23"
"03-Jul-2019","       29.30","        3.75","        1.23"
"04-Jul-2019","       29.37","        3.76","        1.23"
"05-Jul-2019","       29.04","        3.72","        1.24"
"08-Jul-2019","       28.42","        3.64","        1.27"
"09-Jul-2019","       28.41","        3.64","        1.27"
"10-Jul-2019","       28.20","        3.62","        1.27"
"11-Jul-2019","       28.40","        3.64","        1.26"
"12-Jul-2019","       28.33","        3.61","        1.29"
"15-Jul-2019","       28.33","        3.62","        1.29"
"16-Jul-2019","       28.51","        3.64","        1.28"
"17-Jul-2019","       28.58","        3.65","        1.28"
"18-Jul-2019","       28.35","        3.62","        1.29"
"19-Jul-2019","       27.92","        3.57","        1.31"
"22-Jul-2019","       27.81","        3.55","        1.31"
"23-Jul-2019","       27.77","        3.55","        1.31"
"24-Jul-2019","       27.62","        3.53","        1.32"
"25-Jul-2019","       27.57","        3.52","        1.32"
"26-Jul-2019","       27.73","        3.53","        1.32"
"29-Jul-2019","       27.60","        3.50","        1.33"
"30-Jul-2019","       27.34","        3.47","        1.34"
"31-Jul-2019","       27.42","        3.45","        1.33"
"01-Aug-2019","       27.05","        3.41","        1.35"
"02-Aug-2019","       27.09","        3.42","        1.34"
"05-Aug-2019","       26.76","        3.37","        1.36"
"06-Aug-2019","       26.97","        3.40","        1.35"
"07-Aug-2019","       26.74","        3.37","        1.36"
"08-Aug-2019","       27.20","        3.43","        1.34"
"09-Aug-2019","       27.41","        3.45","        1.33"
"13-Aug-2019","       27.03","        3.39","        1.35"
"14-Aug-2019","       27.24","        3.43","        1.34"
"16-Aug-2019","       27.33","        3.43","        1.34"
"19-Aug-2019","       27.35","        3.43","        1.34"
"20-Aug-2019","       27.26","        3.42","        1.34"
"21-Aug-2019","       27.01","        3.39","        1.35"
"22-Aug-2019","       26.57","        3.34","        1.38"
"23-Aug-2019","       26.79","        3.36","        1.36"
"26-Aug-2019","       27.36","        3.43","        1.34"
"27-Aug-2019","       27.47","        3.45","        1.33"
"28-Aug-2019","       27.33","        3.43","        1.34"
"29-Aug-2019","       27.09","        3.40","        1.35"
"30-Aug-2019","       27.27","        3.35","        1.39"
"03-Sep-2019","       26.54","        3.28","        1.42"
"04-Sep-2019","       26.61","        3.29","        1.42"
"05-Sep-2019","       26.67","        3.29","        1.41"
"06-Sep-2019","       26.91","        3.32","        1.40"
"09-Sep-2019","       27.05","        3.34","        1.39"
"11-Sep-2019","       27.13","        3.35","        1.39"
"12-Sep-2019","       27.00","        3.34","        1.40"
"13-Sep-2019","       27.23","        3.36","        1.39"
"16-Sep-2019","       27.06","        3.34","        1.39"
"17-Sep-2019","       26.60","        3.29","        1.42"
"18-Sep-2019","       26.66","        3.29","        1.42"
"19-Sep-2019","       26.32","        3.25","        1.43"
"20-Sep-2019","       27.72","        3.42","        1.36"
"23-Sep-2019","       28.52","        3.52","        1.32"
"24-Sep-2019","       28.49","        3.52","        1.32"
"25-Sep-2019","       25.92","        3.47","        1.34"
"26-Sep-2019","       26.22","        3.51","        1.33"
"27-Sep-2019","       26.52","        3.55","        1.30"
"30-Sep-2019","       26.44","        3.53","        1.31"
"01-Oct-2019","       26.17","        3.50","        1.32"
"03-Oct-2019","       26.07","        3.48","        1.32"
"04-Oct-2019","       25.75","        3.44","        1.34"
"07-Oct-2019","       25.64","        3.43","        1.35"
"09-Oct-2019","       26.13","        3.49","        1.32"
"10-Oct-2019","       25.95","        3.47","        1.33"
"11-Oct-2019","       26.11","        3.49","        1.32"
"14-Oct-2019","       26.20","        3.50","        1.32"
"15-Oct-2019","       26.40","        3.53","        1.31"
"16-Oct-2019","       26.48","        3.54","        1.30"
"17-Oct-2019","       26.76","        3.58","        1.29"
"18-Oct-2019","       26.94","        3.60","        1.28"
"22-Oct-2019","       26.71","        3.58","        1.29"
"23-Oct-2019","       26.75","        3.58","        1.29"
"24-Oct-2019","       26.70","        3.58","        1.29"
"25-Oct-2019","       26.70","        3.58","        1.29"
"27-Oct-2019","       26.80","        3.59","        1.29"
"29-Oct-2019","       27.17","        3.64","        1.27"
"30-Oct-2019","       27.30","        3.66","        1.26"
"31-Oct-2019","       27.38","        3.67","        1.26"
"01-Nov-2019","       27.47","        3.67","        1.26"
"04-Nov-2019","       27.59","        3.69","        1.25"
"05-Nov-2019","       27.59","        3.68","        1.25"
"06-Nov-2019","       27.71","        3.70","        1.25"
"07-Nov-2019","       27.75","        3.71","        1.24"
"08-Nov-2019","       27.51","        3.68","        1.25"
"11-Nov-2019","       27.52","        3.68","        1.25"
"13-Nov-2019","       27.31","        3.66","        1.26"
"14-Nov-2019","       27.38","        3.67","        1.26"
"15-Nov-2019","       27.32","        3.67","        1.26"
"18-Nov-2019","       27.29","        3.67","        1.26"
"19-Nov-2019","       27.31","        3.69","        1.25"
"20-Nov-2019","       27.23","        3.71","        1.24"
"21-Nov-2019","       27.89","        3.70","        1.25"
"22-Nov-2019","       27.77","        3.68","        1.25"
"25-Nov-2019","       28.14","        3.73","        1.24"
"26-Nov-2019","       28.05","        3.72","        1.24"
"27-Nov-2019","       28.20","        3.74","        1.23"
"28-Nov-2019","       28.32","        3.75","        1.23"
"29-Nov-2019","       28.10","        3.72","        1.24"
"02-Dec-2019","       28.08","        3.72","        1.24"
"03-Dec-2019","       27.95","        3.70","        1.25"
"04-Dec-2019","       28.07","        3.72","        1.24"
"05-Dec-2019","       28.01","        3.71","        1.24"
"06-Dec-2019","       27.78","        3.68","        1.25"
"09-Dec-2019","       27.82","        3.69","        1.25"
"10-Dec-2019","       27.63","        3.66","        1.26"
"11-Dec-2019","       27.76","        3.68","        1.25"
"12-Dec-2019","       27.90","        3.70","        1.25"
"13-Dec-2019","       28.17","        3.73","        1.24"
"16-Dec-2019","       28.09","        3.72","        1.24"
"17-Dec-2019","       28.35","        3.76","        1.23"
"18-Dec-2019","       28.48","        3.77","        1.22"
"19-Dec-2019","       28.57","        3.79","        1.22"
"20-Dec-2019","       28.60","        3.79","        1.22"
"23-Dec-2019","       28.58","        3.79","        1.22"
"24-Dec-2019","       28.47","        3.77","        1.22"
"26-Dec-2019","       28.26","        3.74","        1.23"
"27-Dec-2019","       28.48","        3.78","        1.23"
"30-Dec-2019","       28.50","        3.78","        1.23"
"31-Dec-2019","       28.30","        3.75","        1.24"
