"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"29-Sep-1993","        0.00","        0.00","        0.00","      819.92","-","-"
"30-Sep-1993","        0.00","        0.00","        0.00","      827.13","-","-"
"01-Oct-1993","        0.00","        0.00","        0.00","      814.33","-","-"
"04-Oct-1993","        0.00","        0.00","        0.00","      807.77","-","-"
"05-Oct-1993","        0.00","        0.00","        0.00","      806.32","-","-"
"06-Oct-1993","        0.00","        0.00","        0.00","      802.38","-","-"
"07-Oct-1993","        0.00","        0.00","        0.00","      810.30","-","-"
"08-Oct-1993","        0.00","        0.00","        0.00","      815.58","-","-"
"11-Oct-1993","        0.00","        0.00","        0.00","      821.95","-","-"
"12-Oct-1993","        0.00","        0.00","        0.00","      829.23","-","-"
"19-Oct-1993","        0.00","        0.00","        0.00","      839.90","-","-"
"20-Oct-1993","        0.00","        0.00","        0.00","      837.34","-","-"
"21-Oct-1993","        0.00","        0.00","        0.00","      821.33","-","-"
"22-Oct-1993","        0.00","        0.00","        0.00","      831.00","-","-"
"25-Oct-1993","        0.00","        0.00","        0.00","      837.21","-","-"
"26-Oct-1993","        0.00","        0.00","        0.00","      826.85","-","-"
"27-Oct-1993","        0.00","        0.00","        0.00","      828.06","-","-"
"28-Oct-1993","        0.00","        0.00","        0.00","      825.12","-","-"
"29-Oct-1993","        0.00","        0.00","        0.00","      817.18","-","-"
"01-Nov-1993","        0.00","        0.00","        0.00","      801.68","-","-"
"02-Nov-1993","        0.00","        0.00","        0.00","      799.59","-","-"
"03-Nov-1993","        0.00","        0.00","        0.00","      808.04","-","-"
"04-Nov-1993","        0.00","        0.00","        0.00","      811.32","-","-"
"05-Nov-1993","        0.00","        0.00","        0.00","      822.96","-","-"
"08-Nov-1993","        0.00","        0.00","        0.00","      842.28","-","-"
"09-Nov-1993","        0.00","        0.00","        0.00","      853.32","-","-"
"10-Nov-1993","        0.00","        0.00","        0.00","      861.62","-","-"
"16-Nov-1993","        0.00","        0.00","        0.00","      885.32","-","-"
"17-Nov-1993","        0.00","        0.00","        0.00","      892.48","-","-"
"18-Nov-1993","        0.00","        0.00","        0.00","      909.09","-","-"
"19-Nov-1993","        0.00","        0.00","        0.00","      918.03","-","-"
"22-Nov-1993","        0.00","        0.00","        0.00","      937.29","-","-"
"23-Nov-1993","        0.00","        0.00","        0.00","      939.07","-","-"
"24-Nov-1993","        0.00","        0.00","        0.00","      938.47","-","-"
"25-Nov-1993","        0.00","        0.00","        0.00","      943.61","-","-"
"26-Nov-1993","        0.00","        0.00","        0.00","      988.88","-","-"
"01-Dec-1993","        0.00","        0.00","        0.00","     1007.96","-","-"
"02-Dec-1993","        0.00","        0.00","        0.00","     1010.88","-","-"
"03-Dec-1993","        0.00","        0.00","        0.00","      990.68","-","-"
"06-Dec-1993","        0.00","        0.00","        0.00","      969.93","-","-"
"07-Dec-1993","        0.00","        0.00","        0.00","      991.55","-","-"
"08-Dec-1993","        0.00","        0.00","        0.00","     1013.26","-","-"
"09-Dec-1993","        0.00","        0.00","        0.00","     1018.29","-","-"
"10-Dec-1993","        0.00","        0.00","        0.00","     1049.03","-","-"
"13-Dec-1993","        0.00","        0.00","        0.00","     1069.78","-","-"
"24-Dec-1993","        0.00","        0.00","        0.00","     1042.59","-","-"
