"Date","P/E","P/B","Div Yield"
"07-Mar-2001","       19.35","        4.21","        1.17"
"08-Mar-2001","       19.38","        4.21","        1.17"
"09-Mar-2001","       18.81","        4.09","        1.08"
"12-Mar-2001","       17.96","        3.91","        1.13"
"13-Mar-2001","       16.86","        3.67","        1.20"
"14-Mar-2001","       17.90","        3.89","        1.13"
"15-Mar-2001","       18.25","        3.97","        1.11"
"16-Mar-2001","       17.89","        3.89","        1.14"
"19-Mar-2001","       17.79","        3.87","        1.14"
"20-Mar-2001","       17.55","        3.82","        1.16"
"21-Mar-2001","       18.10","        3.94","        1.12"
"22-Mar-2001","       17.80","        3.87","        1.14"
"23-Mar-2001","       17.41","        3.79","        1.12"
"26-Mar-2001","       17.41","        3.79","        1.12"
"27-Mar-2001","       17.65","        3.84","        1.10"
"28-Mar-2001","       18.07","        3.94","        1.08"
"29-Mar-2001","       17.91","        3.90","        1.09"
"30-Mar-2001","       17.21","        3.75","        1.13"
"02-Apr-2001","       17.05","        3.72","        1.14"
"03-Apr-2001","       17.22","        3.75","        1.13"
"04-Apr-2001","       17.07","        3.72","        1.29"
"06-Apr-2001","       17.11","        3.73","        0.84"
"09-Apr-2001","       16.94","        3.69","        0.85"
"10-Apr-2001","       15.94","        3.56","        0.87"
"11-Apr-2001","       15.41","        3.45","        0.90"
"12-Apr-2001","       14.73","        3.30","        0.94"
"16-Apr-2001","       15.02","        3.37","        0.76"
"17-Apr-2001","       15.34","        3.44","        0.74"
"18-Apr-2001","       15.86","        3.56","        0.72"
"19-Apr-2001","       16.45","        3.69","        0.69"
"20-Apr-2001","       16.45","        3.69","        0.62"
"23-Apr-2001","       16.53","        3.71","        0.62"
"24-Apr-2001","       16.48","        3.69","        0.62"
"25-Apr-2001","       16.61","        3.72","        0.63"
"26-Apr-2001","       16.38","        3.66","        0.64"
"27-Apr-2001","       14.44","        3.15","        0.61"
"30-Apr-2001","       14.57","        3.21","        0.60"
"02-May-2001","       14.63","        3.23","        0.62"
"03-May-2001","       15.01","        3.19","        0.63"
"04-May-2001","       15.40","        3.13","        0.60"
"07-May-2001","       15.46","        3.15","        0.59"
"08-May-2001","       15.60","        3.17","        0.59"
"09-May-2001","       15.60","        3.17","        0.61"
"10-May-2001","       15.55","        3.16","        0.61"
"11-May-2001","       15.49","        3.15","        0.61"
"14-May-2001","       15.49","        3.15","        0.61"
"15-May-2001","       15.55","        3.16","        0.61"
"16-May-2001","       15.63","        3.18","        0.61"
"17-May-2001","       15.95","        3.25","        0.60"
"18-May-2001","       15.92","        3.24","        0.60"
"21-May-2001","       15.98","        3.23","        0.60"
"22-May-2001","       15.96","        3.22","        0.60"
"23-May-2001","       16.11","        3.25","        0.73"
"24-May-2001","       16.13","        3.24","        0.73"
"25-May-2001","       16.15","        3.22","        0.73"
"28-May-2001","       16.40","        3.27","        0.72"
"29-May-2001","       16.47","        3.28","        0.72"
"30-May-2001","       15.98","        3.08","        0.80"
"31-May-2001","       15.80","        3.04","        0.81"
"01-Jun-2001","       15.47","        2.95","        0.82"
"04-Jun-2001","       15.25","        2.89","        0.84"
"05-Jun-2001","       15.08","        2.86","        0.85"
"06-Jun-2001","       15.12","        2.87","        0.85"
"07-Jun-2001","       15.07","        2.86","        0.85"
"08-Jun-2001","       15.26","        2.89","        0.81"
"11-Jun-2001","       15.32","        2.91","        0.81"
"12-Jun-2001","       15.27","        2.90","        0.81"
"13-Jun-2001","       15.30","        2.90","        0.91"
"14-Jun-2001","       15.54","        2.88","        0.92"
"15-Jun-2001","       15.19","        2.81","        0.92"
"18-Jun-2001","       15.07","        2.75","        0.92"
"19-Jun-2001","       15.35","        2.79","        0.91"
"20-Jun-2001","       15.62","        2.44","        0.97"
"21-Jun-2001","       15.59","        2.43","        0.97"
"22-Jun-2001","       15.48","        2.42","        0.97"
"25-Jun-2001","       15.19","        2.37","        0.99"
"26-Jun-2001","       15.61","        2.44","        0.97"
"27-Jun-2001","       15.59","        2.43","        0.97"
"28-Jun-2001","       15.56","        2.43","        0.97"
"29-Jun-2001","       15.76","        2.46","        0.89"
"02-Jul-2001","       15.65","        2.44","        1.02"
"03-Jul-2001","       15.21","        2.37","        1.05"
"04-Jul-2001","       15.19","        2.37","        1.08"
"05-Jul-2001","       15.21","        2.37","        1.08"
"06-Jul-2001","       15.15","        2.36","        1.12"
"09-Jul-2001","       15.07","        2.35","        1.16"
"10-Jul-2001","       15.25","        2.38","        1.15"
"11-Jul-2001","       15.41","        2.40","        1.14"
"12-Jul-2001","       15.72","        2.45","        1.11"
"13-Jul-2001","       15.79","        2.46","        1.11"
"16-Jul-2001","       15.72","        2.45","        1.11"
"17-Jul-2001","       15.69","        2.45","        1.12"
"18-Jul-2001","       15.53","        2.42","        1.13"
"19-Jul-2001","       15.44","        2.41","        1.13"
"20-Jul-2001","       15.33","        2.39","        1.16"
"23-Jul-2001","       15.23","        2.38","        1.17"
"24-Jul-2001","       15.25","        2.38","        1.17"
"25-Jul-2001","       15.13","        2.36","        1.18"
"26-Jul-2001","       14.93","        2.33","        1.19"
"27-Jul-2001","       14.90","        2.33","        1.15"
"30-Jul-2001","       15.04","        2.35","        1.18"
"31-Jul-2001","       15.15","        2.37","        1.17"
"01-Aug-2001","       15.01","        2.35","        1.18"
"02-Aug-2001","       15.05","        2.36","        1.20"
"03-Aug-2001","       15.18","        2.38","        1.19"
"06-Aug-2001","       15.18","        2.38","        1.21"
"07-Aug-2001","       15.14","        2.37","        1.23"
"08-Aug-2001","       15.08","        2.36","        1.23"
"09-Aug-2001","       15.12","        2.37","        1.23"
"10-Aug-2001","       15.31","        2.40","        1.20"
"13-Aug-2001","       15.19","        2.38","        1.21"
"14-Aug-2001","       15.37","        2.41","        1.19"
"16-Aug-2001","       15.42","        2.42","        1.19"
"17-Aug-2001","       15.28","        2.39","        1.19"
"20-Aug-2001","       15.21","        2.38","        1.20"
"21-Aug-2001","       15.28","        2.39","        1.32"
"23-Aug-2001","       15.32","        2.40","        1.32"
"24-Aug-2001","       15.28","        2.39","        1.34"
"27-Aug-2001","       15.37","        2.41","        1.33"
"28-Aug-2001","       15.35","        2.40","        1.34"
"29-Aug-2001","       15.30","        2.39","        1.37"
"30-Aug-2001","       15.25","        2.39","        1.37"
"31-Aug-2001","       15.10","        2.36","        1.35"
"03-Sep-2001","       15.02","        2.35","        1.38"
"04-Sep-2001","       15.02","        2.35","        1.38"
"05-Sep-2001","       14.98","        2.34","        1.42"
"06-Sep-2001","       14.85","        2.32","        1.54"
"07-Sep-2001","       14.84","        2.32","        1.45"
"10-Sep-2001","       14.81","        2.32","        1.45"
"11-Sep-2001","       14.67","        2.30","        1.47"
"12-Sep-2001","       14.14","        2.21","        1.52"
"13-Sep-2001","       13.99","        2.19","        1.54"
"14-Sep-2001","       13.24","        2.07","        1.62"
"17-Sep-2001","       12.56","        1.97","        1.71"
"18-Sep-2001","       12.96","        2.03","        1.66"
"19-Sep-2001","       13.13","        2.06","        1.65"
"20-Sep-2001","       12.94","        2.03","        1.67"
"21-Sep-2001","       12.30","        1.92","        1.75"
"24-Sep-2001","       12.51","        1.96","        1.72"
"25-Sep-2001","       12.40","        1.94","        1.74"
"26-Sep-2001","       12.58","        1.97","        1.72"
"27-Sep-2001","       12.81","        2.01","        1.68"
"28-Sep-2001","       13.16","        2.06","        1.64"
"01-Oct-2001","       13.10","        2.05","        1.65"
"03-Oct-2001","       12.95","        2.03","        1.67"
"04-Oct-2001","       13.13","        2.05","        1.64"
"05-Oct-2001","       13.17","        2.06","        1.64"
"08-Oct-2001","       12.98","        2.03","        1.67"
"09-Oct-2001","       13.14","        2.06","        1.65"
"10-Oct-2001","       13.54","        2.12","        1.60"
"11-Oct-2001","       13.75","        2.15","        1.58"
"12-Oct-2001","       13.83","        2.16","        1.57"
"15-Oct-2001","       13.87","        2.17","        1.57"
"16-Oct-2001","       13.98","        2.19","        1.55"
"17-Oct-2001","       14.20","        2.22","        1.53"
"18-Oct-2001","       13.99","        2.19","        1.55"
"19-Oct-2001","       14.16","        2.20","        1.54"
"22-Oct-2001","       14.15","        2.20","        1.56"
"23-Oct-2001","       14.40","        2.24","        1.54"
"24-Oct-2001","       14.38","        2.23","        1.54"
"25-Oct-2001","       14.26","        2.22","        1.59"
"29-Oct-2001","       14.18","        2.20","        1.59"
"30-Oct-2001","       13.99","        2.17","        1.62"
"31-Oct-2001","       13.79","        2.19","        1.61"
"01-Nov-2001","       14.11","        2.24","        1.57"
"02-Nov-2001","       14.16","        2.25","        1.56"
"05-Nov-2001","       14.06","        2.24","        1.57"
"06-Nov-2001","       14.22","        2.26","        1.56"
"07-Nov-2001","       14.01","        2.25","        1.56"
"08-Nov-2001","       14.16","        2.27","        1.55"
"09-Nov-2001","       14.55","        2.28","        1.56"
"12-Nov-2001","       14.65","        2.27","        1.56"
"13-Nov-2001","       14.57","        2.29","        1.55"
"14-Nov-2001","       14.72","        2.34","        1.52"
"15-Nov-2001","       15.01","        2.41","        1.47"
"19-Nov-2001","       15.48","        2.37","        1.50"
"20-Nov-2001","       15.22","        2.38","        1.49"
"21-Nov-2001","       15.31","        2.40","        1.48"
"22-Nov-2001","       15.40","        2.39","        1.48"
"23-Nov-2001","       15.35","        2.44","        1.45"
"26-Nov-2001","       15.66","        2.43","        1.46"
"27-Nov-2001","       15.59","        2.42","        1.46"
"28-Nov-2001","       15.52","        2.41","        1.47"
"29-Nov-2001","       15.46","        2.40","        1.47"
"03-Dec-2001","       15.44","        2.43","        1.46"
"04-Dec-2001","       15.62","        2.49","        1.42"
"05-Dec-2001","       16.01","        2.51","        1.41"
"06-Dec-2001","       16.09","        2.51","        1.41"
"07-Dec-2001","       16.12","        2.52","        1.41"
"10-Dec-2001","       16.16","        2.50","        1.41"
"11-Dec-2001","       16.09","        2.50","        1.42"
"12-Dec-2001","       16.05","        2.48","        1.43"
"13-Dec-2001","       15.92","        2.45","        1.44"
"14-Dec-2001","       15.76","        2.44","        1.44"
"18-Dec-2001","       15.68","        2.39","        1.47"
"19-Dec-2001","       15.37","        2.40","        1.47"
"20-Dec-2001","       15.39","        2.37","        1.49"
"21-Dec-2001","       15.23","        2.37","        1.49"
"24-Dec-2001","       15.19","        2.33","        1.51"
"26-Dec-2001","       14.99","        2.30","        1.53"
"27-Dec-2001","       14.78","        2.33","        1.51"
"28-Dec-2001","       14.98","        2.39","        1.48"
"31-Dec-2001","       15.35","        2.38","        1.48"
