"Date","P/E","P/B","Div Yield"
"20-May-2011","       20.34","        3.44","        1.23"
"23-May-2011","       19.93","        3.38","        1.25"
"24-May-2011","       19.90","        3.38","        1.25"
"25-May-2011","       19.72","        3.36","        1.26"
"26-May-2011","       19.95","        3.40","        1.25"
"27-May-2011","       20.26","        3.44","        1.23"
"30-May-2011","       20.25","        3.39","        1.24"
"31-May-2011","       20.53","        3.45","        1.22"
"01-Jun-2011","       20.65","        3.47","        1.22"
"02-Jun-2011","       20.49","        3.44","        1.23"
"03-Jun-2011","       20.37","        3.42","        1.23"
"06-Jun-2011","       20.43","        3.43","        1.23"
"07-Jun-2011","       20.52","        3.44","        1.22"
"08-Jun-2011","       20.41","        3.43","        1.28"
"09-Jun-2011","       20.39","        3.42","        1.28"
"10-Jun-2011","       20.26","        3.40","        1.29"
"13-Jun-2011","       20.25","        3.40","        1.29"
"14-Jun-2011","       20.31","        3.41","        1.29"
"15-Jun-2011","       20.12","        3.38","        1.30"
"16-Jun-2011","       19.93","        3.35","        1.31"
"17-Jun-2011","       19.82","        3.33","        1.32"
"20-Jun-2011","       19.42","        3.26","        1.35"
"21-Jun-2011","       19.48","        3.27","        1.34"
"22-Jun-2011","       19.46","        3.27","        1.34"
"23-Jun-2011","       19.61","        3.30","        1.33"
"24-Jun-2011","       20.17","        3.39","        1.30"
"27-Jun-2011","       20.38","        3.43","        1.28"
"28-Jun-2011","       20.44","        3.44","        1.28"
"29-Jun-2011","       20.65","        3.47","        1.27"
"30-Jun-2011","       20.82","        3.50","        1.25"
"01-Jul-2011","       20.75","        3.49","        1.26"
"04-Jul-2011","       20.83","        3.50","        1.25"
"05-Jul-2011","       20.76","        3.49","        1.26"
"06-Jul-2011","       20.74","        3.49","        1.26"
"07-Jul-2011","       21.12","        3.55","        1.24"
"08-Jul-2011","       20.87","        3.51","        1.25"
"11-Jul-2011","       20.67","        3.48","        1.26"
"12-Jul-2011","       20.29","        3.43","        1.28"
"13-Jul-2011","       20.51","        3.46","        1.27"
"14-Jul-2011","       20.55","        3.47","        1.27"
"15-Jul-2011","       20.45","        3.46","        1.27"
"18-Jul-2011","       20.40","        3.45","        1.27"
"19-Jul-2011","       20.57","        3.48","        1.26"
"20-Jul-2011","       20.34","        3.45","        1.27"
"21-Jul-2011","       20.25","        3.44","        1.28"
"22-Jul-2011","       20.57","        3.50","        1.26"
"25-Jul-2011","       20.71","        3.52","        1.25"
"26-Jul-2011","       20.22","        3.46","        1.27"
"27-Jul-2011","       20.09","        3.44","        1.28"
"28-Jul-2011","       19.86","        3.40","        1.29"
"29-Jul-2011","       19.76","        3.40","        1.29"
"01-Aug-2011","       19.81","        3.42","        1.28"
"02-Aug-2011","       19.60","        3.39","        1.30"
"03-Aug-2011","       19.42","        3.33","        1.27"
"04-Aug-2011","       19.19","        3.29","        1.29"
"05-Aug-2011","       18.76","        3.21","        1.32"
"08-Aug-2011","       18.44","        3.16","        1.34"
"09-Aug-2011","       18.24","        3.13","        1.35"
"10-Aug-2011","       18.56","        3.19","        1.33"
"11-Aug-2011","       18.47","        3.17","        1.34"
"12-Aug-2011","       18.24","        3.13","        1.35"
"16-Aug-2011","       18.11","        3.11","        1.36"
"17-Aug-2011","       18.25","        3.12","        1.36"
"18-Aug-2011","       17.85","        2.92","        1.53"
"19-Aug-2011","       17.49","        2.86","        1.57"
"22-Aug-2011","       17.68","        2.89","        1.55"
"23-Aug-2011","       17.87","        2.92","        1.53"
"24-Aug-2011","       17.65","        2.89","        1.55"
"25-Aug-2011","       17.47","        2.86","        1.57"
"26-Aug-2011","       17.14","        2.80","        1.60"
"29-Aug-2011","       17.76","        2.90","        1.54"
"30-Aug-2011","       18.05","        2.95","        1.52"
"02-Sep-2011","       18.19","        2.98","        1.51"
"05-Sep-2011","       18.11","        2.96","        1.51"
"06-Sep-2011","       18.28","        2.99","        1.50"
"07-Sep-2011","       18.50","        3.03","        1.48"
"08-Sep-2011","       18.60","        3.04","        1.47"
"09-Sep-2011","       18.26","        2.99","        1.50"
"12-Sep-2011","       17.86","        2.92","        1.53"
"13-Sep-2011","       17.84","        2.92","        1.54"
"14-Sep-2011","       18.10","        2.96","        1.51"
"15-Sep-2011","       18.33","        3.00","        1.49"
"16-Sep-2011","       18.36","        3.00","        1.49"
"19-Sep-2011","       18.17","        2.97","        1.51"
"20-Sep-2011","       18.56","        3.04","        1.48"
"21-Sep-2011","       18.54","        3.03","        1.48"
"22-Sep-2011","       17.78","        2.91","        1.54"
"23-Sep-2011","       17.58","        2.87","        1.56"
"26-Sep-2011","       17.46","        2.86","        1.57"
"27-Sep-2011","       17.95","        2.94","        1.53"
"28-Sep-2011","       17.86","        2.92","        1.53"
"29-Sep-2011","       18.11","        2.96","        1.51"
"30-Sep-2011","       17.85","        2.92","        1.53"
"03-Oct-2011","       17.51","        2.86","        1.56"
"04-Oct-2011","       17.23","        2.82","        1.59"
"05-Oct-2011","       17.16","        2.81","        1.60"
"07-Oct-2011","       17.65","        2.89","        1.55"
"10-Oct-2011","       18.03","        2.99","        1.51"
"11-Oct-2011","       18.01","        2.98","        1.52"
"12-Oct-2011","       18.43","        3.06","        1.48"
"13-Oct-2011","       18.35","        3.04","        1.49"
"14-Oct-2011","       18.55","        3.08","        1.47"
"17-Oct-2011","       18.50","        3.07","        1.47"
"18-Oct-2011","       18.00","        3.02","        1.50"
"19-Oct-2011","       18.36","        3.08","        1.47"
"20-Oct-2011","       18.14","        3.05","        1.48"
"21-Oct-2011","       17.99","        3.03","        1.49"
"24-Oct-2011","       18.10","        3.06","        1.48"
"25-Oct-2011","       18.39","        3.11","        1.45"
"26-Oct-2011","       18.43","        3.12","        1.45"
"28-Oct-2011","       19.03","        3.21","        1.41"
"31-Oct-2011","       18.90","        3.19","        1.42"
"01-Nov-2011","       19.04","        3.15","        1.43"
"02-Nov-2011","       19.04","        3.15","        1.43"
"03-Nov-2011","       19.06","        3.16","        1.43"
"04-Nov-2011","       19.21","        3.17","        1.43"
"08-Nov-2011","       19.11","        3.17","        1.43"
"09-Nov-2011","       18.78","        3.13","        1.44"
"11-Nov-2011","       18.61","        3.10","        1.46"
"14-Nov-2011","       18.59","        3.09","        1.47"
"15-Nov-2011","       18.35","        3.04","        1.49"
"16-Nov-2011","       18.21","        3.02","        1.50"
"17-Nov-2011","       17.87","        2.96","        1.53"
"18-Nov-2011","       17.76","        2.94","        1.54"
"21-Nov-2011","       17.30","        2.87","        1.58"
"22-Nov-2011","       17.42","        2.89","        1.57"
"23-Nov-2011","       17.04","        2.82","        1.60"
"24-Nov-2011","       17.22","        2.85","        1.59"
"25-Nov-2011","       17.05","        2.82","        1.60"
"28-Nov-2011","       17.56","        2.91","        1.55"
"29-Nov-2011","       17.40","        2.87","        1.57"
"30-Nov-2011","       17.49","        2.89","        1.56"
"01-Dec-2011","       17.87","        2.95","        1.53"
"02-Dec-2011","       18.28","        3.01","        1.49"
"05-Dec-2011","       18.24","        3.01","        1.50"
"07-Dec-2011","       18.33","        3.02","        1.49"
"08-Dec-2011","       17.90","        2.95","        1.53"
"09-Dec-2011","       17.62","        2.90","        1.55"
"12-Dec-2011","       17.25","        2.84","        1.58"
"13-Dec-2011","       17.38","        2.87","        1.57"
"14-Dec-2011","       17.25","        2.84","        1.58"
"15-Dec-2011","       17.19","        2.83","        1.59"
"16-Dec-2011","       16.84","        2.78","        1.62"
"19-Dec-2011","       16.71","        2.75","        1.64"
"20-Dec-2011","       16.46","        2.71","        1.66"
"21-Dec-2011","       17.00","        2.80","        1.61"
"22-Dec-2011","       17.14","        2.83","        1.59"
"23-Dec-2011","       17.07","        2.81","        1.60"
"26-Dec-2011","       17.31","        2.85","        1.58"
"27-Dec-2011","       17.20","        2.84","        1.59"
"28-Dec-2011","       17.04","        2.81","        1.60"
"29-Dec-2011","       16.83","        2.77","        1.62"
"30-Dec-2011","       16.75","        2.76","        1.63"
