"Date","P/E","P/B","Div Yield"
"03-Oct-2012","       19.27","        3.19","        1.41"
"04-Oct-2012","       19.45","        3.20","        1.40"
"05-Oct-2012","       19.32","        3.18","        1.41"
"08-Oct-2012","       19.08","        3.14","        1.43"
"09-Oct-2012","       19.18","        3.16","        1.42"
"10-Oct-2012","       19.00","        3.13","        1.43"
"11-Oct-2012","       19.19","        3.16","        1.42"
"12-Oct-2012","       19.00","        3.14","        1.43"
"15-Oct-2012","       19.04","        3.15","        1.42"
"16-Oct-2012","       18.86","        3.11","        1.41"
"17-Oct-2012","       18.88","        3.11","        1.40"
"18-Oct-2012","       19.07","        3.14","        1.39"
"19-Oct-2012","       18.94","        3.12","        1.40"
"22-Oct-2012","       18.88","        3.14","        1.39"
"23-Oct-2012","       18.77","        3.11","        1.42"
"25-Oct-2012","       18.81","        3.09","        1.41"
"26-Oct-2012","       18.57","        3.06","        1.42"
"29-Oct-2012","       18.58","        3.06","        1.42"
"30-Oct-2012","       18.36","        3.02","        1.44"
"31-Oct-2012","       18.40","        3.03","        1.44"
"01-Nov-2012","       18.46","        3.05","        1.43"
"02-Nov-2012","       18.60","        3.08","        1.42"
"05-Nov-2012","       18.62","        3.06","        1.43"
"06-Nov-2012","       18.66","        3.07","        1.43"
"07-Nov-2012","       18.78","        3.08","        1.43"
"08-Nov-2012","       18.61","        3.06","        1.43"
"09-Nov-2012","       18.43","        3.03","        1.45"
"12-Nov-2012","       17.95","        3.02","        1.44"
"13-Nov-2012","       17.90","        3.02","        1.45"
"15-Nov-2012","       17.78","        3.00","        1.45"
"16-Nov-2012","       17.62","        2.97","        1.47"
"19-Nov-2012","       17.61","        2.97","        1.47"
"20-Nov-2012","       17.61","        2.97","        1.47"
"21-Nov-2012","       17.74","        2.99","        1.46"
"22-Nov-2012","       17.79","        3.00","        1.46"
"23-Nov-2012","       17.78","        2.99","        1.46"
"26-Nov-2012","       17.82","        3.00","        1.45"
"27-Nov-2012","       18.11","        3.04","        1.43"
"29-Nov-2012","       18.42","        3.09","        1.41"
"30-Nov-2012","       18.59","        3.12","        1.40"
"03-Dec-2012","       18.56","        3.11","        1.40"
"04-Dec-2012","       18.62","        3.12","        1.40"
"05-Dec-2012","       18.66","        3.13","        1.40"
"06-Dec-2012","       18.75","        3.15","        1.39"
"07-Dec-2012","       18.68","        3.13","        1.40"
"10-Dec-2012","       18.69","        3.14","        1.40"
"11-Dec-2012","       18.66","        3.13","        1.40"
"12-Dec-2012","       18.62","        3.12","        1.40"
"13-Dec-2012","       18.51","        3.11","        1.41"
"14-Dec-2012","       18.60","        3.12","        1.40"
"17-Dec-2012","       18.53","        3.11","        1.41"
"18-Dec-2012","       18.65","        3.13","        1.40"
"19-Dec-2012","       18.76","        3.15","        1.39"
"20-Dec-2012","       18.71","        3.14","        1.39"
"21-Dec-2012","       18.50","        3.10","        1.41"
"24-Dec-2012","       18.52","        3.11","        1.41"
"26-Dec-2012","       18.68","        3.13","        1.40"
"27-Dec-2012","       18.57","        3.12","        1.40"
"28-Dec-2012","       18.69","        3.14","        1.40"
