"Date","P/E","P/B","Div Yield"
"05-Mar-2007","       17.20","        4.56","        1.33"
"06-Mar-2007","       17.58","        4.66","        1.30"
"07-Mar-2007","       17.44","        4.62","        1.31"
"08-Mar-2007","       18.09","        4.79","        1.27"
"09-Mar-2007","       17.88","        4.74","        1.28"
"12-Mar-2007","       17.96","        4.76","        1.28"
"13-Mar-2007","       18.14","        4.80","        1.26"
"14-Mar-2007","       17.51","        4.64","        1.31"
"15-Mar-2007","       17.53","        4.64","        1.31"
"16-Mar-2007","       17.36","        4.60","        1.32"
"19-Mar-2007","       17.70","        4.69","        1.29"
"20-Mar-2007","       17.79","        4.71","        1.29"
"21-Mar-2007","       18.11","        4.80","        1.26"
"22-Mar-2007","       18.65","        4.94","        1.23"
"23-Mar-2007","       18.58","        4.92","        1.23"
"26-Mar-2007","       18.38","        4.87","        1.25"
"28-Mar-2007","       18.10","        4.79","        1.27"
"29-Mar-2007","       18.29","        4.84","        1.25"
"30-Mar-2007","       18.40","        4.87","        1.25"
"02-Apr-2007","       17.49","        4.63","        1.31"
"03-Apr-2007","       17.77","        4.71","        1.29"
"04-Apr-2007","       18.43","        4.89","        1.24"
"05-Apr-2007","       18.54","        4.91","        1.23"
"09-Apr-2007","       19.00","        5.03","        1.20"
"10-Apr-2007","       19.02","        5.04","        1.20"
"11-Apr-2007","       19.09","        5.03","        1.22"
"12-Apr-2007","       18.93","        4.99","        1.23"
"13-Apr-2007","       19.28","        5.10","        1.20"
"16-Apr-2007","       19.75","        5.23","        1.17"
"17-Apr-2007","       19.55","        5.19","        1.18"
"18-Apr-2007","       19.66","        5.22","        1.17"
"19-Apr-2007","       19.57","        5.21","        1.17"
"20-Apr-2007","       19.88","        5.32","        1.15"
"23-Apr-2007","       19.88","        5.32","        1.15"
"24-Apr-2007","       20.13","        5.40","        1.13"
"25-Apr-2007","       20.24","        5.43","        1.13"
"26-Apr-2007","       20.25","        5.44","        1.12"
"27-Apr-2007","       19.58","        5.32","        1.15"
"30-Apr-2007","       19.48","        5.33","        1.15"
"03-May-2007","       19.76","        5.41","        1.13"
"04-May-2007","       19.59","        5.36","        1.14"
"07-May-2007","       19.56","        5.36","        1.14"
"08-May-2007","       19.39","        5.31","        1.15"
"09-May-2007","       19.36","        5.32","        1.15"
"10-May-2007","       19.31","        5.30","        1.15"
"11-May-2007","       19.35","        5.31","        1.15"
"14-May-2007","       19.54","        5.39","        1.13"
"15-May-2007","       19.46","        5.36","        1.15"
"16-May-2007","       19.70","        5.43","        1.14"
"17-May-2007","       19.93","        5.49","        1.12"
"18-May-2007","       19.78","        5.48","        1.12"
"21-May-2007","       19.83","        5.54","        1.11"
"22-May-2007","       19.91","        5.57","        1.11"
"23-May-2007","       19.78","        5.53","        1.12"
"24-May-2007","       19.59","        5.47","        1.13"
"25-May-2007","       19.98","        5.53","        1.12"
"28-May-2007","       20.02","        5.54","        1.11"
"29-May-2007","       20.11","        5.59","        1.10"
"30-May-2007","       20.17","        5.53","        1.11"
"31-May-2007","       20.41","        5.59","        1.10"
"01-Jun-2007","       20.41","        5.59","        1.10"
"04-Jun-2007","       20.27","        5.48","        1.09"
"05-Jun-2007","       20.35","        5.50","        1.08"
"06-Jun-2007","       19.94","        5.39","        1.10"
"07-Jun-2007","       19.85","        5.37","        1.11"
"08-Jun-2007","       19.69","        5.32","        1.12"
"11-Jun-2007","       19.69","        5.33","        1.12"
"12-Jun-2007","       19.74","        5.34","        1.11"
"13-Jun-2007","       19.54","        5.28","        1.13"
"14-Jun-2007","       19.81","        5.36","        1.11"
"15-Jun-2007","       19.82","        5.36","        1.11"
"18-Jun-2007","       19.70","        5.33","        1.12"
"19-Jun-2007","       20.02","        5.41","        1.10"
"20-Jun-2007","       20.19","        5.46","        1.09"
"21-Jun-2007","       20.28","        5.48","        1.09"
"22-Jun-2007","       20.20","        5.31","        1.13"
"25-Jun-2007","       20.32","        5.32","        1.13"
"26-Jun-2007","       20.44","        5.36","        1.12"
"27-Jun-2007","       20.34","        5.33","        1.12"
"28-Jun-2007","       20.42","        5.35","        1.12"
"29-Jun-2007","       20.60","        5.40","        1.11"
"02-Jul-2007","       20.62","        5.39","        1.11"
"03-Jul-2007","       20.83","        5.45","        1.10"
"04-Jul-2007","       20.84","        5.45","        1.10"
"05-Jul-2007","       20.81","        5.44","        1.10"
"06-Jul-2007","       21.11","        5.52","        1.09"
"09-Jul-2007","       21.27","        5.56","        1.08"
"10-Jul-2007","       21.20","        5.55","        1.08"
"11-Jul-2007","       21.06","        5.52","        1.09"
"12-Jul-2007","       21.35","        5.60","        1.07"
"13-Jul-2007","       21.63","        5.67","        1.06"
"16-Jul-2007","       21.78","        5.71","        1.05"
"17-Jul-2007","       21.65","        5.69","        1.05"
"18-Jul-2007","       21.64","        5.69","        1.05"
"19-Jul-2007","       21.86","        5.77","        1.04"
"20-Jul-2007","       21.76","        5.35","        1.07"
"23-Jul-2007","       22.00","        5.42","        1.05"
"24-Jul-2007","       22.01","        5.42","        1.05"
"25-Jul-2007","       21.71","        5.38","        1.06"
"26-Jul-2007","       21.71","        5.42","        1.05"
"27-Jul-2007","       20.87","        5.21","        1.09"
"30-Jul-2007","       20.34","        5.21","        1.10"
"31-Jul-2007","       20.49","        5.31","        1.07"
"01-Aug-2007","       19.65","        5.10","        1.12"
"02-Aug-2007","       19.72","        5.12","        1.11"
"03-Aug-2007","       19.93","        5.17","        1.10"
"06-Aug-2007","       19.65","        5.10","        1.12"
"07-Aug-2007","       19.72","        5.12","        1.11"
"08-Aug-2007","       20.20","        5.24","        1.09"
"09-Aug-2007","       19.94","        5.17","        1.10"
"10-Aug-2007","       19.63","        5.09","        1.12"
"13-Aug-2007","       19.81","        5.14","        1.11"
"14-Aug-2007","       19.77","        5.14","        1.11"
"16-Aug-2007","       18.90","        4.92","        1.16"
"17-Aug-2007","       18.58","        4.83","        1.18"
"20-Aug-2007","       19.04","        4.95","        1.15"
"21-Aug-2007","       18.43","        4.79","        1.19"
"22-Aug-2007","       18.79","        4.73","        1.18"
"23-Aug-2007","       18.62","        4.69","        1.19"
"24-Aug-2007","       18.96","        4.77","        1.17"
"27-Aug-2007","       19.47","        4.90","        1.14"
"28-Aug-2007","       19.55","        4.92","        1.14"
"29-Aug-2007","       19.72","        4.96","        1.13"
"30-Aug-2007","       19.96","        5.02","        1.11"
"31-Aug-2007","       20.20","        5.08","        1.10"
"03-Sep-2007","       20.25","        5.10","        1.10"
"04-Sep-2007","       20.27","        5.10","        1.10"
"05-Sep-2007","       20.26","        5.10","        1.10"
"06-Sep-2007","       20.45","        5.15","        1.09"
"07-Sep-2007","       20.41","        5.14","        1.09"
"10-Sep-2007","       20.40","        5.13","        1.09"
"11-Sep-2007","       20.35","        5.12","        1.09"
"12-Sep-2007","       20.35","        5.12","        1.09"
"13-Sep-2007","       20.50","        5.16","        1.08"
"14-Sep-2007","       20.45","        5.03","        1.14"
"17-Sep-2007","       20.34","        5.01","        1.15"
"18-Sep-2007","       20.57","        5.06","        1.14"
"19-Sep-2007","       21.42","        5.27","        1.09"
"20-Sep-2007","       21.49","        5.29","        1.09"
"21-Sep-2007","       21.89","        5.39","        1.07"
"24-Sep-2007","       22.18","        5.26","        1.08"
"25-Sep-2007","       22.21","        5.27","        1.08"
"26-Sep-2007","       22.21","        5.27","        1.08"
"27-Sep-2007","       22.49","        5.33","        1.07"
"28-Sep-2007","       22.58","        5.36","        1.06"
"01-Oct-2007","       22.79","        5.41","        1.05"
"03-Oct-2007","       23.43","        5.56","        1.03"
"04-Oct-2007","       23.42","        5.56","        1.03"
"05-Oct-2007","       23.62","        5.66","        1.01"
"08-Oct-2007","       23.16","        5.55","        1.03"
"09-Oct-2007","       24.26","        5.82","        0.99"
"10-Oct-2007","       24.78","        5.94","        0.97"
"11-Oct-2007","       25.13","        6.03","        0.95"
"12-Oct-2007","       24.67","        5.93","        0.97"
"15-Oct-2007","       25.77","        6.19","        0.93"
"16-Oct-2007","       25.71","        5.90","        0.95"
"17-Oct-2007","       25.20","        5.78","        0.97"
"18-Oct-2007","       24.33","        5.60","        1.01"
"19-Oct-2007","       23.46","        5.45","        1.03"
"22-Oct-2007","       23.28","        5.42","        1.04"
"23-Oct-2007","       24.53","        5.72","        0.98"
"24-Oct-2007","       24.66","        5.75","        0.98"
"25-Oct-2007","       25.01","        5.82","        0.97"
"26-Oct-2007","       25.57","        5.96","        0.94"
"29-Oct-2007","       26.35","        6.18","        0.91"
"30-Oct-2007","       26.01","        6.15","        0.92"
"31-Oct-2007","       25.74","        6.18","        0.91"
"01-Nov-2007","       25.65","        6.15","        0.92"
"02-Nov-2007","       25.94","        6.21","        0.91"
"05-Nov-2007","       25.57","        6.13","        0.92"
"06-Nov-2007","       25.31","        6.06","        0.93"
"07-Nov-2007","       25.29","        6.06","        0.93"
"08-Nov-2007","       24.92","        5.97","        0.94"
"09-Nov-2007","       24.77","        5.93","        0.95"
"12-Nov-2007","       24.57","        5.89","        0.96"
"13-Nov-2007","       24.92","        5.97","        0.94"
"14-Nov-2007","       25.98","        6.22","        0.90"
"15-Nov-2007","       25.87","        6.20","        0.91"
"16-Nov-2007","       25.86","        6.20","        0.91"
"19-Nov-2007","       25.87","        6.20","        0.91"
"20-Nov-2007","       25.32","        6.06","        0.93"
"21-Nov-2007","       24.35","        5.83","        0.97"
"22-Nov-2007","       24.17","        5.79","        0.97"
"23-Nov-2007","       24.53","        5.88","        0.96"
"26-Nov-2007","       25.07","        6.01","        0.94"
"27-Nov-2007","       24.92","        5.98","        0.94"
"28-Nov-2007","       24.57","        5.89","        0.96"
"29-Nov-2007","       24.65","        5.91","        0.95"
"30-Nov-2007","       25.21","        6.05","        0.93"
"03-Dec-2007","       25.66","        6.15","        0.91"
"04-Dec-2007","       25.63","        6.15","        0.92"
"05-Dec-2007","       25.98","        6.23","        0.90"
"06-Dec-2007","       26.05","        6.25","        0.90"
"07-Dec-2007","       26.14","        6.27","        0.90"
"10-Dec-2007","       26.08","        6.26","        0.90"
"11-Dec-2007","       26.68","        6.40","        0.88"
"12-Dec-2007","       27.69","        6.44","        0.83"
"13-Dec-2007","       27.23","        6.33","        0.85"
"14-Dec-2007","       27.19","        6.32","        0.85"
"17-Dec-2007","       25.97","        6.01","        0.89"
"18-Dec-2007","       25.81","        5.97","        0.90"
"19-Dec-2007","       25.85","        5.98","        0.89"
"20-Dec-2007","       25.92","        6.00","        0.89"
"24-Dec-2007","       26.91","        6.23","        0.86"
"26-Dec-2007","       27.29","        6.32","        0.85"
"27-Dec-2007","       27.36","        6.33","        0.85"
"28-Dec-2007","       27.35","        6.33","        0.85"
"31-Dec-2007","       27.62","        6.39","        0.84"
