"Date","P/E","P/B","Div Yield"
"12-Mar-2009","       12.42","        2.17","        2.14"
"13-Mar-2009","       12.91","        2.26","        2.06"
"16-Mar-2009","       13.18","        2.30","        2.02"
"17-Mar-2009","       13.09","        2.29","        2.03"
"18-Mar-2009","       13.27","        2.32","        2.00"
"19-Mar-2009","       13.33","        2.33","        2.00"
"20-Mar-2009","       13.33","        2.33","        2.00"
"23-Mar-2009","       13.96","        2.44","        1.90"
"24-Mar-2009","       13.96","        2.44","        1.91"
"25-Mar-2009","       14.17","        2.48","        1.88"
"26-Mar-2009","       14.64","        2.56","        1.82"
"27-Mar-2009","       14.70","        2.57","        1.80"
"30-Mar-2009","       14.08","        2.46","        1.88"
"31-Mar-2009","       14.29","        2.50","        1.85"
"01-Apr-2009","       14.49","        2.53","        1.83"
"02-Apr-2009","       15.20","        2.66","        1.74"
"06-Apr-2009","       15.42","        2.69","        1.72"
"08-Apr-2009","       15.82","        2.77","        1.67"
"09-Apr-2009","       15.82","        2.77","        1.67"
"13-Apr-2009","       16.01","        2.80","        1.65"
"15-Apr-2009","       16.45","        2.88","        1.61"
"16-Apr-2009","       15.90","        2.79","        1.66"
"17-Apr-2009","       15.97","        2.80","        1.65"
"20-Apr-2009","       15.94","        2.79","        1.66"
"21-Apr-2009","       15.86","        2.78","        1.65"
"22-Apr-2009","       15.69","        2.75","        1.67"
"23-Apr-2009","       16.12","        2.82","        1.63"
"24-Apr-2009","       16.43","        2.87","        1.60"
"27-Apr-2009","       16.53","        2.87","        1.60"
"28-Apr-2009","       16.02","        2.78","        1.65"
"29-Apr-2009","       16.53","        2.87","        1.60"
"04-May-2009","       17.37","        3.02","        1.52"
"05-May-2009","       17.40","        3.02","        1.52"
"06-May-2009","       17.23","        2.99","        1.53"
"07-May-2009","       17.51","        3.04","        1.51"
"08-May-2009","       17.21","        2.99","        1.54"
"11-May-2009","       16.78","        2.93","        1.56"
"12-May-2009","       17.38","        3.04","        1.51"
"13-May-2009","       17.17","        3.00","        1.53"
"14-May-2009","       16.97","        2.97","        1.55"
"15-May-2009","       17.34","        3.03","        1.51"
"18-May-2009","       20.41","        3.57","        1.29"
"19-May-2009","       20.39","        3.57","        1.29"
"20-May-2009","       20.18","        3.53","        1.30"
"21-May-2009","       19.85","        3.48","        1.32"
"22-May-2009","       19.87","        3.50","        1.31"
"25-May-2009","       19.85","        3.50","        1.31"
"26-May-2009","       19.29","        3.36","        1.34"
"27-May-2009","       20.00","        3.49","        1.29"
"28-May-2009","       20.32","        3.54","        1.27"
"29-May-2009","       20.82","        3.63","        1.24"
"01-Jun-2009","       20.62","        3.69","        1.21"
"02-Jun-2009","       20.60","        3.69","        1.22"
"03-Jun-2009","       20.62","        3.69","        1.21"
"04-Jun-2009","       20.87","        3.73","        1.20"
"05-Jun-2009","       20.93","        3.74","        1.20"
"08-Jun-2009","       20.21","        3.61","        1.24"
"09-Jun-2009","       20.77","        3.71","        1.21"
"10-Jun-2009","       21.24","        3.80","        1.18"
"11-Jun-2009","       21.16","        3.78","        1.19"
"12-Jun-2009","       20.91","        3.72","        1.19"
"15-Jun-2009","       20.47","        3.64","        1.22"
"16-Jun-2009","       20.63","        3.67","        1.21"
"17-Jun-2009","       19.50","        3.56","        1.26"
"18-Jun-2009","       19.03","        3.47","        1.29"
"19-Jun-2009","       19.31","        3.52","        1.27"
"22-Jun-2009","       18.96","        3.46","        1.30"
"23-Jun-2009","       19.01","        3.47","        1.29"
"24-Jun-2009","       19.22","        3.51","        1.28"
"25-Jun-2009","       19.07","        3.46","        1.30"
"26-Jun-2009","       20.08","        3.63","        1.14"
"29-Jun-2009","       20.25","        3.64","        1.13"
"30-Jun-2009","       19.97","        3.56","        1.16"
"01-Jul-2009","       20.20","        3.60","        1.15"
"02-Jul-2009","       20.23","        3.61","        1.15"
"03-Jul-2009","       20.58","        3.67","        1.13"
"06-Jul-2009","       19.38","        3.37","        1.22"
"07-Jul-2009","       19.55","        3.40","        1.21"
"08-Jul-2009","       18.98","        3.30","        1.25"
"09-Jul-2009","       18.99","        3.30","        1.25"
"10-Jul-2009","       18.58","        3.24","        1.27"
"13-Jul-2009","       18.42","        3.22","        1.28"
"14-Jul-2009","       19.02","        3.33","        1.23"
"15-Jul-2009","       19.58","        3.40","        1.21"
"16-Jul-2009","       19.21","        3.40","        1.21"
"17-Jul-2009","       19.87","        3.52","        1.17"
"20-Jul-2009","       20.44","        3.62","        1.14"
"21-Jul-2009","       20.29","        3.59","        1.15"
"22-Jul-2009","       19.89","        3.54","        1.17"
"23-Jul-2009","       20.27","        3.64","        1.13"
"24-Jul-2009","       20.60","        3.67","        1.12"
"27-Jul-2009","       20.59","        3.68","        1.12"
"28-Jul-2009","       20.30","        3.67","        1.12"
"29-Jul-2009","       20.08","        3.63","        1.14"
"30-Jul-2009","       20.31","        3.68","        1.12"
"31-Jul-2009","       20.68","        3.73","        1.11"
"03-Aug-2009","       21.09","        3.79","        1.09"
"04-Aug-2009","       20.99","        3.77","        1.09"
"05-Aug-2009","       21.05","        3.78","        1.09"
"06-Aug-2009","       20.56","        3.69","        1.12"
"07-Aug-2009","       20.10","        3.61","        1.14"
"10-Aug-2009","       19.90","        3.57","        1.15"
"11-Aug-2009","       20.06","        3.60","        1.15"
"12-Aug-2009","       19.99","        3.59","        1.15"
"13-Aug-2009","       20.66","        3.71","        1.11"
"14-Aug-2009","       20.54","        3.58","        1.12"
"17-Aug-2009","       19.68","        3.43","        1.17"
"18-Aug-2009","       20.00","        3.49","        1.15"
"19-Aug-2009","       19.71","        3.44","        1.16"
"20-Aug-2009","       19.98","        3.48","        1.15"
"21-Aug-2009","       20.31","        3.54","        1.13"
"24-Aug-2009","       20.82","        3.63","        1.10"
"25-Aug-2009","       20.88","        3.64","        1.10"
"26-Aug-2009","       20.97","        3.66","        1.09"
"27-Aug-2009","       21.01","        3.67","        1.09"
"28-Aug-2009","       21.26","        3.71","        1.08"
"31-Aug-2009","       20.94","        3.66","        1.09"
"01-Sep-2009","       20.78","        3.63","        1.10"
"02-Sep-2009","       20.70","        3.61","        1.11"
"03-Sep-2009","       20.63","        3.60","        1.11"
"04-Sep-2009","       21.02","        3.67","        1.09"
"07-Sep-2009","       21.49","        3.75","        1.07"
"08-Sep-2009","       21.59","        3.77","        1.06"
"09-Sep-2009","       21.63","        3.78","        1.06"
"10-Sep-2009","       21.66","        3.78","        1.06"
"11-Sep-2009","       21.70","        3.79","        1.06"
"14-Sep-2009","       21.66","        3.78","        1.06"
"15-Sep-2009","       22.03","        3.85","        1.04"
"16-Sep-2009","       22.33","        3.90","        1.03"
"17-Sep-2009","       22.36","        3.90","        1.02"
"18-Sep-2009","       22.41","        3.91","        1.02"
"22-Sep-2009","       22.61","        3.95","        1.01"
"23-Sep-2009","       22.38","        3.68","        1.02"
"24-Sep-2009","       22.46","        3.69","        1.02"
"25-Sep-2009","       22.33","        3.67","        1.02"
"29-Sep-2009","       22.55","        3.70","        1.01"
"30-Sep-2009","       22.90","        3.76","        1.00"
"01-Oct-2009","       22.89","        3.76","        1.00"
"05-Oct-2009","       22.53","        3.70","        1.01"
"06-Oct-2009","       22.67","        3.72","        1.01"
"07-Oct-2009","       22.48","        3.69","        1.02"
"08-Oct-2009","       22.58","        3.71","        1.01"
"09-Oct-2009","       22.31","        3.67","        1.02"
"12-Oct-2009","       22.80","        3.75","        1.00"
"14-Oct-2009","       22.97","        3.79","        0.99"
"15-Oct-2009","       22.93","        3.79","        0.99"
"16-Oct-2009","       23.08","        3.81","        0.98"
"17-Oct-2009","       23.08","        3.81","        0.98"
"20-Oct-2009","       22.94","        3.79","        0.99"
"21-Oct-2009","       22.71","        3.75","        1.00"
"22-Oct-2009","       22.44","        3.73","        1.00"
"23-Oct-2009","       22.19","        3.74","        1.00"
"26-Oct-2009","       21.96","        3.72","        1.01"
"27-Oct-2009","       21.42","        3.63","        1.03"
"28-Oct-2009","       21.33","        3.61","        1.04"
"29-Oct-2009","       21.00","        3.56","        1.05"
"30-Oct-2009","       20.45","        3.53","        1.06"
"03-Nov-2009","       19.81","        3.42","        1.10"
"04-Nov-2009","       20.45","        3.53","        1.06"
"05-Nov-2009","       20.68","        3.57","        1.05"
"06-Nov-2009","       21.05","        3.59","        1.04"
"09-Nov-2009","       21.50","        3.67","        1.02"
"10-Nov-2009","       21.43","        3.65","        1.02"
"11-Nov-2009","       22.24","        3.78","        0.98"
"12-Nov-2009","       22.02","        3.50","        1.00"
"13-Nov-2009","       22.22","        3.54","        0.99"
"16-Nov-2009","       22.48","        3.58","        0.98"
"17-Nov-2009","       22.50","        3.58","        0.98"
"18-Nov-2009","       22.47","        3.58","        0.98"
"19-Nov-2009","       22.18","        3.53","        0.99"
"20-Nov-2009","       22.46","        3.58","        0.98"
"23-Nov-2009","       22.69","        3.61","        0.97"
"24-Nov-2009","       22.63","        3.60","        0.97"
"25-Nov-2009","       22.71","        3.61","        0.97"
"26-Nov-2009","       22.25","        3.54","        0.99"
"27-Nov-2009","       21.97","        3.50","        1.00"
"30-Nov-2009","       22.37","        3.56","        0.98"
"01-Dec-2009","       22.77","        3.62","        0.97"
"02-Dec-2009","       22.77","        3.63","        0.97"
"03-Dec-2009","       22.81","        3.63","        0.96"
"04-Dec-2009","       22.71","        3.62","        0.97"
"07-Dec-2009","       22.52","        3.59","        0.98"
"08-Dec-2009","       22.92","        3.65","        0.96"
"09-Dec-2009","       22.76","        3.62","        0.97"
"10-Dec-2009","       22.86","        3.64","        0.96"
"11-Dec-2009","       22.79","        3.63","        0.96"
"14-Dec-2009","       22.74","        3.62","        0.97"
"15-Dec-2009","       22.41","        3.57","        0.98"
"16-Dec-2009","       22.45","        3.57","        0.98"
"17-Dec-2009","       22.45","        3.57","        0.98"
"18-Dec-2009","       22.21","        3.50","        0.99"
"21-Dec-2009","       22.05","        3.48","        0.99"
"22-Dec-2009","       22.20","        3.50","        0.99"
"23-Dec-2009","       22.91","        3.61","        0.96"
"24-Dec-2009","       23.07","        3.64","        0.95"
"29-Dec-2009","       23.11","        3.64","        0.95"
"30-Dec-2009","       23.03","        3.63","        0.95"
"31-Dec-2009","       23.17","        3.65","        0.95"
