"Date","P/E","P/B","Div Yield"
"04-May-2010","       21.74","        3.66","        0.95"
"05-May-2010","       21.64","        3.64","        0.95"
"06-May-2010","       21.50","        3.62","        0.96"
"07-May-2010","       21.19","        3.57","        0.97"
"10-May-2010","       21.92","        3.69","        0.95"
"11-May-2010","       21.68","        3.65","        0.96"
"12-May-2010","       21.77","        3.66","        0.96"
"13-May-2010","       21.86","        3.68","        0.95"
"14-May-2010","       21.26","        3.62","        0.97"
"17-May-2010","       21.12","        3.60","        0.97"
"18-May-2010","       21.14","        3.60","        0.97"
"19-May-2010","       20.53","        3.50","        1.00"
"20-May-2010","       20.65","        3.52","        1.00"
"21-May-2010","       20.58","        3.50","        1.00"
"24-May-2010","       20.63","        3.51","        1.00"
"25-May-2010","       20.06","        3.42","        1.03"
"26-May-2010","       20.52","        3.49","        1.00"
"27-May-2010","       20.88","        3.56","        0.98"
"28-May-2010","       21.22","        3.60","        0.97"
"31-May-2010","       21.30","        3.61","        0.97"
"01-Jun-2010","       20.81","        3.53","        0.99"
"02-Jun-2010","       21.02","        3.57","        0.98"
"03-Jun-2010","       21.40","        3.63","        0.96"
"04-Jun-2010","       21.50","        3.65","        0.96"
"07-Jun-2010","       21.11","        3.58","        0.98"
"08-Jun-2010","       20.91","        3.55","        0.99"
"09-Jun-2010","       20.97","        3.56","        0.98"
"10-Jun-2010","       21.30","        3.61","        0.97"
"11-Jun-2010","       21.44","        3.64","        0.96"
"14-Jun-2010","       21.77","        3.70","        0.95"
"15-Jun-2010","       21.87","        3.72","        0.94"
"16-Jun-2010","       21.92","        3.72","        0.94"
"17-Jun-2010","       22.09","        3.75","        0.93"
"18-Jun-2010","       22.04","        3.75","        0.94"
"21-Jun-2010","       22.42","        3.81","        0.92"
"22-Jun-2010","       22.27","        3.78","        0.93"
"23-Jun-2010","       22.29","        3.79","        0.92"
"24-Jun-2010","       22.28","        3.79","        0.92"
"25-Jun-2010","       22.07","        3.75","        0.93"
"28-Jun-2010","       22.34","        3.80","        0.92"
"29-Jun-2010","       22.01","        3.74","        0.94"
"30-Jun-2010","       22.25","        3.78","        0.93"
"01-Jul-2010","       21.99","        3.74","        0.94"
"02-Jul-2010","       21.93","        3.73","        0.94"
"05-Jul-2010","       21.93","        3.73","        0.94"
"06-Jul-2010","       22.15","        3.76","        0.93"
"07-Jul-2010","       21.95","        3.73","        0.94"
"08-Jul-2010","       22.18","        3.77","        0.93"
"09-Jul-2010","       22.42","        3.81","        0.92"
"12-Jul-2010","       22.56","        3.83","        0.91"
"13-Jul-2010","       22.63","        3.85","        0.91"
"14-Jul-2010","       22.57","        3.84","        0.91"
"15-Jul-2010","       22.54","        3.83","        0.91"
"16-Jul-2010","       22.61","        3.84","        0.91"
"19-Jul-2010","       22.61","        3.84","        0.91"
"20-Jul-2010","       22.53","        3.83","        0.91"
"21-Jul-2010","       22.66","        3.85","        0.91"
"22-Jul-2010","       22.75","        3.88","        0.90"
"23-Jul-2010","       22.78","        3.89","        0.90"
"26-Jul-2010","       22.53","        3.87","        0.91"
"27-Jul-2010","       22.58","        3.87","        0.90"
"28-Jul-2010","       22.44","        3.85","        0.91"
"29-Jul-2010","       22.49","        3.81","        1.01"
"30-Jul-2010","       22.31","        3.78","        1.02"
"02-Aug-2010","       22.91","        3.83","        1.01"
"03-Aug-2010","       22.95","        3.68","        1.04"
"04-Aug-2010","       23.07","        3.70","        1.03"
"05-Aug-2010","       22.98","        3.69","        1.04"
"06-Aug-2010","       22.95","        3.56","        1.11"
"09-Aug-2010","       23.00","        3.59","        1.10"
"10-Aug-2010","       22.89","        3.58","        1.11"
"11-Aug-2010","       22.72","        3.55","        1.12"
"12-Aug-2010","       22.71","        3.55","        1.12"
"13-Aug-2010","       22.86","        3.57","        1.11"
"16-Aug-2010","       22.76","        3.55","        1.12"
"17-Aug-2010","       22.75","        3.55","        1.12"
"18-Aug-2010","       23.02","        3.59","        1.10"
"19-Aug-2010","       23.28","        3.63","        1.09"
"20-Aug-2010","       23.24","        3.62","        1.09"
"23-Aug-2010","       23.29","        3.63","        1.09"
"24-Aug-2010","       23.13","        3.61","        1.10"
"25-Aug-2010","       22.98","        3.58","        1.11"
"26-Aug-2010","       23.05","        3.59","        1.11"
"27-Aug-2010","       22.76","        3.54","        1.12"
"30-Aug-2010","       22.78","        3.55","        1.12"
"31-Aug-2010","       22.73","        3.54","        1.12"
"01-Sep-2010","       23.02","        3.58","        1.11"
"02-Sep-2010","       23.08","        3.59","        1.10"
"03-Sep-2010","       23.05","        3.59","        1.10"
"06-Sep-2010","       23.46","        3.65","        1.09"
"07-Sep-2010","       23.58","        3.67","        1.08"
"08-Sep-2010","       23.59","        3.67","        1.08"
"09-Sep-2010","       23.73","        3.69","        1.07"
"13-Sep-2010","       24.32","        3.78","        1.05"
"14-Sep-2010","       24.47","        3.81","        1.04"
"15-Sep-2010","       24.74","        3.85","        1.03"
"16-Sep-2010","       24.61","        3.83","        1.04"
"17-Sep-2010","       24.84","        3.87","        1.03"
"20-Sep-2010","       25.25","        3.93","        1.01"
"21-Sep-2010","       25.37","        3.87","        1.02"
"22-Sep-2010","       25.29","        3.86","        1.02"
"23-Sep-2010","       25.16","        3.84","        1.03"
"24-Sep-2010","       25.41","        3.88","        1.02"
"27-Sep-2010","       25.48","        3.89","        1.01"
"28-Sep-2010","       25.45","        3.82","        1.03"
"29-Sep-2010","       25.29","        3.79","        1.03"
"30-Sep-2010","       25.46","        3.82","        1.03"
"01-Oct-2010","       25.54","        3.93","        1.02"
"04-Oct-2010","       25.61","        3.88","        1.02"
"05-Oct-2010","       25.55","        3.87","        1.02"
"06-Oct-2010","       25.72","        3.89","        1.01"
"07-Oct-2010","       25.44","        3.85","        1.02"
"08-Oct-2010","       25.37","        3.84","        1.03"
"11-Oct-2010","       25.51","        3.86","        1.02"
"12-Oct-2010","       25.32","        3.83","        1.03"
"13-Oct-2010","       25.91","        3.92","        1.01"
"14-Oct-2010","       25.68","        3.89","        1.02"
"15-Oct-2010","       25.20","        3.81","        1.03"
"18-Oct-2010","       25.07","        3.82","        1.03"
"19-Oct-2010","       24.87","        3.79","        1.04"
"20-Oct-2010","       24.69","        3.76","        1.05"
"21-Oct-2010","       25.18","        3.84","        1.03"
"22-Oct-2010","       25.03","        3.82","        1.03"
"25-Oct-2010","       25.20","        3.84","        1.03"
"26-Oct-2010","       24.98","        3.82","        1.03"
"27-Oct-2010","       24.69","        3.78","        1.04"
"28-Oct-2010","       24.59","        3.76","        1.04"
"29-Oct-2010","       24.71","        3.78","        1.04"
"01-Nov-2010","       25.12","        3.85","        1.02"
"02-Nov-2010","       25.13","        3.85","        1.02"
"03-Nov-2010","       25.30","        3.87","        1.01"
"04-Nov-2010","       25.47","        3.95","        0.99"
"05-Nov-2010","       25.59","        3.97","        0.99"
"08-Nov-2010","       25.43","        3.94","        1.00"
"09-Nov-2010","       25.55","        3.96","        0.99"
"10-Nov-2010","       25.44","        3.94","        1.00"
"11-Nov-2010","       25.11","        3.89","        1.01"
"12-Nov-2010","       24.62","        3.82","        1.03"
"15-Nov-2010","       24.39","        3.86","        1.02"
"16-Nov-2010","       23.86","        3.77","        1.04"
"18-Nov-2010","       23.90","        3.78","        1.04"
"19-Nov-2010","       23.47","        3.71","        1.06"
"22-Nov-2010","       23.98","        3.79","        1.04"
"23-Nov-2010","       23.69","        3.74","        1.05"
"24-Nov-2010","       23.41","        3.70","        1.06"
"25-Nov-2010","       23.15","        3.66","        1.08"
"26-Nov-2010","       22.96","        3.63","        1.08"
"29-Nov-2010","       23.26","        3.67","        1.07"
"30-Nov-2010","       23.39","        3.69","        1.06"
"01-Dec-2010","       23.78","        3.76","        1.05"
"02-Dec-2010","       23.96","        3.78","        1.04"
"03-Dec-2010","       23.89","        3.77","        1.04"
"06-Dec-2010","       23.88","        3.77","        1.04"
"07-Dec-2010","       23.82","        3.76","        1.04"
"08-Dec-2010","       23.53","        3.72","        1.06"
"09-Dec-2010","       22.98","        3.63","        1.08"
"10-Dec-2010","       23.35","        3.69","        1.07"
"13-Dec-2010","       23.58","        3.72","        1.06"
"14-Dec-2010","       23.72","        3.75","        1.05"
"15-Dec-2010","       23.51","        3.71","        1.06"
"16-Dec-2010","       23.74","        3.75","        1.05"
"20-Dec-2010","       23.73","        3.75","        1.05"
"21-Dec-2010","       23.95","        3.78","        1.04"
"22-Dec-2010","       23.88","        3.77","        1.04"
"23-Dec-2010","       23.86","        3.77","        1.04"
"24-Dec-2010","       23.99","        3.79","        1.04"
"27-Dec-2010","       23.94","        3.78","        1.04"
"28-Dec-2010","       23.93","        3.78","        1.04"
"29-Dec-2010","       24.19","        3.82","        1.03"
"30-Dec-2010","       24.35","        3.85","        1.02"
"31-Dec-2010","       24.48","        3.87","        1.02"
