"Date","P/E","P/B","Div Yield"
"14-Mar-2016","       20.35","        3.02","        1.54"
"15-Mar-2016","       20.14","        2.99","        1.55"
"16-Mar-2016","       20.24","        3.00","        1.55"
"17-Mar-2016","       20.28","        3.01","        1.54"
"18-Mar-2016","       20.52","        3.05","        1.52"
"21-Mar-2016","       20.79","        3.09","        1.50"
"22-Mar-2016","       20.82","        3.09","        1.50"
"23-Mar-2016","       20.83","        3.09","        1.50"
"28-Mar-2016","       20.55","        3.05","        1.52"
"29-Mar-2016","       20.50","        3.04","        1.52"
"30-Mar-2016","       20.88","        3.10","        1.49"
"31-Mar-2016","       20.89","        3.10","        1.49"
"01-Apr-2016","       21.19","        3.26","        1.45"
"04-Apr-2016","       21.31","        3.28","        1.44"
"05-Apr-2016","       20.88","        3.21","        1.47"
"06-Apr-2016","       20.91","        3.22","        1.47"
"07-Apr-2016","       20.73","        3.19","        1.48"
"08-Apr-2016","       20.75","        3.19","        1.48"
"11-Apr-2016","       21.07","        3.24","        1.45"
"12-Apr-2016","       21.17","        3.26","        1.45"
"13-Apr-2016","       21.56","        3.32","        1.42"
"18-Apr-2016","       21.68","        3.34","        1.41"
"20-Apr-2016","       21.59","        3.34","        1.41"
"21-Apr-2016","       21.59","        3.34","        1.41"
"22-Apr-2016","       21.55","        3.29","        1.36"
"25-Apr-2016","       21.40","        3.27","        1.37"
"26-Apr-2016","       21.60","        3.32","        1.35"
"27-Apr-2016","       21.66","        3.33","        1.35"
"28-Apr-2016","       21.30","        3.27","        1.37"
"29-Apr-2016","       21.24","        3.27","        1.37"
"02-May-2016","       21.25","        3.25","        1.38"
"03-May-2016","       21.08","        3.23","        1.39"
"04-May-2016","       20.88","        3.21","        1.39"
"05-May-2016","       20.96","        3.22","        1.39"
"06-May-2016","       20.91","        3.22","        1.39"
"09-May-2016","       21.24","        3.28","        1.37"
"10-May-2016","       21.30","        3.29","        1.36"
"11-May-2016","       21.19","        3.27","        1.37"
"12-May-2016","       21.33","        3.29","        1.36"
"13-May-2016","       21.10","        3.26","        1.38"
"16-May-2016","       21.54","        3.28","        1.37"
"17-May-2016","       21.62","        3.29","        1.36"
"18-May-2016","       21.57","        3.28","        1.37"
"19-May-2016","       21.33","        3.24","        1.38"
"20-May-2016","       21.19","        3.22","        1.39"
"23-May-2016","       21.13","        3.22","        1.39"
"24-May-2016","       21.16","        3.22","        1.39"
"25-May-2016","       22.07","        3.30","        1.36"
"26-May-2016","       22.39","        3.36","        1.33"
"27-May-2016","       22.66","        3.40","        1.32"
"30-May-2016","       22.69","        3.41","        1.31"
"31-May-2016","       22.60","        3.40","        1.32"
"01-Jun-2016","       22.65","        3.41","        1.31"
"02-Jun-2016","       22.76","        3.43","        1.31"
"03-Jun-2016","       22.77","        3.43","        1.31"
"06-Jun-2016","       22.71","        3.42","        1.31"
"07-Jun-2016","       22.69","        3.44","        1.30"
"08-Jun-2016","       22.71","        3.45","        1.30"
"09-Jun-2016","       22.52","        3.42","        1.31"
"10-Jun-2016","       22.43","        3.38","        1.28"
"13-Jun-2016","       22.26","        3.36","        1.29"
"14-Jun-2016","       22.26","        3.36","        1.29"
"15-Jun-2016","       22.53","        3.40","        1.27"
"16-Jun-2016","       22.35","        3.37","        1.28"
"17-Jun-2016","       22.43","        3.36","        1.28"
"20-Jun-2016","       22.62","        3.39","        1.27"
"21-Jun-2016","       22.56","        3.38","        1.27"
"22-Jun-2016","       22.52","        3.37","        1.27"
"23-Jun-2016","       22.70","        3.40","        1.26"
"24-Jun-2016","       22.20","        3.29","        1.28"
"27-Jun-2016","       22.22","        3.29","        1.28"
"28-Jun-2016","       22.31","        3.30","        1.28"
"29-Jun-2016","       22.52","        3.33","        1.26"
"30-Jun-2016","       22.75","        3.37","        1.25"
"01-Jul-2016","       22.86","        3.38","        1.25"
"04-Jul-2016","       22.98","        3.40","        1.24"
"05-Jul-2016","       22.88","        3.39","        1.24"
"07-Jul-2016","       22.89","        3.39","        1.24"
"08-Jul-2016","       22.85","        3.38","        1.25"
"11-Jul-2016","       23.25","        3.44","        1.23"
"12-Jul-2016","       23.37","        3.46","        1.22"
"13-Jul-2016","       23.37","        3.46","        1.22"
"14-Jul-2016","       23.49","        3.48","        1.21"
"15-Jul-2016","       23.43","        3.47","        1.21"
"18-Jul-2016","       23.34","        3.46","        1.22"
"19-Jul-2016","       23.39","        3.46","        1.22"
"20-Jul-2016","       23.49","        3.48","        1.21"
"21-Jul-2016","       23.34","        3.46","        1.22"
"22-Jul-2016","       23.43","        3.47","        1.21"
"25-Jul-2016","       23.69","        3.44","        1.23"
"26-Jul-2016","       23.56","        3.39","        1.28"
"27-Jul-2016","       23.63","        3.40","        1.27"
"28-Jul-2016","       23.69","        3.42","        1.26"
"29-Jul-2016","       23.62","        3.38","        1.27"
"01-Aug-2016","       23.61","        3.38","        1.27"
"02-Aug-2016","       23.58","        3.38","        1.27"
"03-Aug-2016","       23.36","        3.35","        1.28"
"04-Aug-2016","       23.38","        3.35","        1.28"
"05-Aug-2016","       23.74","        3.40","        1.26"
"08-Aug-2016","       23.82","        3.41","        1.26"
"09-Aug-2016","       23.73","        3.40","        1.26"
"10-Aug-2016","       23.44","        3.36","        1.28"
"11-Aug-2016","       23.49","        3.34","        1.26"
"12-Aug-2016","       23.71","        3.36","        1.24"
"16-Aug-2016","       23.63","        3.35","        1.25"
"17-Aug-2016","       23.58","        3.34","        1.25"
"18-Aug-2016","       23.71","        3.36","        1.24"
"19-Aug-2016","       23.70","        3.31","        1.25"
"22-Aug-2016","       23.59","        3.30","        1.25"
"23-Aug-2016","       23.73","        3.30","        1.25"
"24-Aug-2016","       23.78","        3.31","        1.25"
"25-Aug-2016","       23.62","        3.29","        1.26"
"26-Aug-2016","       23.50","        3.27","        1.25"
"29-Aug-2016","       23.60","        3.29","        1.24"
"30-Aug-2016","       23.97","        3.34","        1.22"
"31-Aug-2016","       24.09","        3.36","        1.22"
"01-Sep-2016","       24.06","        3.35","        1.22"
"02-Sep-2016","       24.15","        3.36","        1.22"
"06-Sep-2016","       24.52","        3.42","        1.20"
"07-Sep-2016","       24.45","        3.40","        1.20"
"08-Sep-2016","       24.54","        3.41","        1.20"
"09-Sep-2016","       24.31","        3.38","        1.21"
"12-Sep-2016","       23.89","        3.32","        1.23"
"14-Sep-2016","       23.92","        3.33","        1.23"
"15-Sep-2016","       23.97","        3.33","        1.23"
"16-Sep-2016","       24.07","        3.34","        1.26"
"19-Sep-2016","       24.15","        3.34","        1.25"
"20-Sep-2016","       24.06","        3.33","        1.26"
"21-Sep-2016","       24.11","        3.33","        1.26"
"22-Sep-2016","       24.34","        3.37","        1.25"
"23-Sep-2016","       24.24","        3.35","        1.25"
"26-Sep-2016","       23.94","        3.31","        1.27"
"27-Sep-2016","       23.90","        3.30","        1.27"
"28-Sep-2016","       23.97","        3.32","        1.27"
"29-Sep-2016","       23.51","        3.26","        1.29"
"30-Sep-2016","       23.40","        3.27","        1.29"
"03-Oct-2016","       23.80","        3.31","        1.27"
"04-Oct-2016","       23.95","        3.33","        1.26"
"05-Oct-2016","       23.43","        3.32","        1.27"
"06-Oct-2016","       23.52","        3.30","        1.27"
"07-Oct-2016","       23.49","        3.29","        1.27"
"10-Oct-2016","       23.34","        3.30","        1.27"
"13-Oct-2016","       23.16","        3.25","        1.29"
"14-Oct-2016","       22.98","        3.25","        1.29"
"17-Oct-2016","       23.00","        3.23","        1.30"
"18-Oct-2016","       23.22","        3.29","        1.28"
"19-Oct-2016","       23.35","        3.28","        1.28"
"20-Oct-2016","       23.46","        3.30","        1.27"
"21-Oct-2016","       23.23","        3.29","        1.27"
"24-Oct-2016","       23.27","        3.30","        1.27"
"25-Oct-2016","       23.23","        3.29","        1.27"
"26-Oct-2016","       23.30","        3.26","        1.28"
"27-Oct-2016","       23.28","        3.26","        1.28"
"28-Oct-2016","       23.34","        3.27","        1.28"
"30-Oct-2016","       23.31","        3.27","        1.28"
"01-Nov-2016","       23.31","        3.27","        1.28"
"02-Nov-2016","       23.01","        3.23","        1.30"
"03-Nov-2016","       22.93","        3.21","        1.30"
"04-Nov-2016","       22.73","        3.19","        1.31"
"07-Nov-2016","       22.67","        3.22","        1.30"
"08-Nov-2016","       22.57","        3.24","        1.30"
"09-Nov-2016","       22.48","        3.19","        1.31"
"10-Nov-2016","       22.70","        3.23","        1.30"
"11-Nov-2016","       22.02","        3.14","        1.33"
"15-Nov-2016","       21.37","        3.07","        1.36"
"16-Nov-2016","       21.62","        3.07","        1.36"
"17-Nov-2016","       21.49","        3.06","        1.37"
"18-Nov-2016","       21.41","        3.06","        1.37"
"21-Nov-2016","       21.19","        3.00","        1.40"
"22-Nov-2016","       21.38","        3.03","        1.38"
"23-Nov-2016","       21.47","        3.04","        1.38"
"24-Nov-2016","       21.29","        3.02","        1.39"
"25-Nov-2016","       21.52","        3.08","        1.36"
"28-Nov-2016","       21.55","        3.08","        1.36"
"29-Nov-2016","       21.43","        3.09","        1.36"
"30-Nov-2016","       21.61","        3.12","        1.34"
"01-Dec-2016","       21.53","        3.11","        1.35"
"02-Dec-2016","       21.25","        3.07","        1.37"
"05-Dec-2016","       21.34","        3.08","        1.36"
"06-Dec-2016","       21.56","        3.09","        1.36"
"07-Dec-2016","       21.28","        3.07","        1.36"
"08-Dec-2016","       21.83","        3.13","        1.34"
"09-Dec-2016","       21.87","        3.13","        1.34"
"12-Dec-2016","       21.45","        3.10","        1.35"
"13-Dec-2016","       21.59","        3.12","        1.34"
"14-Dec-2016","       21.48","        3.10","        1.35"
"15-Dec-2016","       21.41","        3.09","        1.35"
"16-Dec-2016","       21.37","        3.09","        1.36"
"19-Dec-2016","       21.30","        3.07","        1.36"
"20-Dec-2016","       21.24","        3.06","        1.37"
"21-Dec-2016","       21.16","        3.06","        1.37"
"22-Dec-2016","       21.18","        3.03","        1.38"
"23-Dec-2016","       21.39","        3.03","        1.38"
"26-Dec-2016","       21.36","        3.00","        1.40"
"27-Dec-2016","       21.70","        3.05","        1.37"
"28-Dec-2016","       21.71","        3.05","        1.37"
"29-Dec-2016","       21.89","        3.07","        1.36"
"30-Dec-2016","       21.93","        3.10","        1.35"
